step,node,omega_dimless,phi,spin,omega_obs_Hz,phi_obs_rad
4350,3,0.00004757,4.189499005824,1,-1.449931e+23,-2.093686301356
4400,0,1.00000000,0.000000000000,1,0.000000e+00,0.000000000000
4400,1,-0.00004761,6.282477302613,1,-1.450069e+23,-0.000708004567
4400,2,-0.00000000,2.094395102393,1,-1.450000e+23,2.094395102393
4400,3,0.00004761,4.189498209353,1,-1.449931e+23,-2.093687097826
4450,0,1.00000000,0.000000000000,1,0.000000e+00,0.000000000000
4450,1,-0.00004765,6.282478098189,1,-1.450069e+23,-0.000707208991
4450,2,-0.00000000,2.094395102393,1,-1.450000e+23,2.094395102393
4450,3,0.00004765,4.189497413777,1,-1.449931e+23,-2.093687893402
4500,0,1.00000000,0.000000000000,1,0.000000e+00,0.000000000000
4500,1,-0.00004769,6.282478892872,1,-1.450069e+23,-0.000706414308
4500,2,-0.00000000,2.094395102393,1,-1.450000e+23,2.094395102393
4500,3,0.00004769,4.189496619094,1,-1.449931e+23,-2.093688688085
4550,0,1.00000000,0.000000000000,1,0.000000e+00,0.000000000000
4550,1,-0.00004773,6.282479686662,1,-1.450069e+23,-0.000705620518
4550,2,-0.00000000,2.094395102393,1,-1.450000e+23,2.094395102393
4550,3,0.00004773,4.189495825304,1,-1.449931e+23,-2.093689481875
4600,0,1.00000000,0.000000000000,1,0.000000e+00,0.000000000000
4600,1,-0.00004777,6.282480479561,1,-1.450069e+23,-0.000704827619
4600,2,-0.00000000,2.094395102393,1,-1.450000e+23,2.094395102393
4600,3,0.00004777,4.189495032405,1,-1.449931e+23,-2.093690274774
4650,0,1.00000000,0.000000000000,1,0.000000e+00,0.000000000000
4650,1,-0.00004781,6.282481271569,1,-1.450069e+23,-0.000704035611
4650,2,-0.00000000,2.094395102393,1,-1.450000e+23,2.094395102393
4650,3,0.00004781,4.189494240397,1,-1.449931e+23,-2.093691066782
