i,curv
3921,795.0
3922,1698.0
3923,764.0
3924,1.0
3925,0.0
3926,3.0
3927,64.0
3928,0.0
3929,94.0
3930,21.0
3931,108.0
3932,331.0
3933,1027.0
3934,2990.0
3935,184.0
3936,2730.0
3937,1043.0
3938,3195.0
3939,1464.0
3940,110.0
3941,763.0
3942,61.0
3943,3010.0
3944,2547.0
3945,151.0
3946,3546.0
3947,1265.0
3948,82.0
3949,3807.0
3950,0.0
3951,4031.0
3952,2801.0
3953,0.0
3954,14.0
3955,1111.0
3956,3671.0
3957,346.0
3958,1419.0
3959,1169.0
3960,1312.0
3961,402.0
3962,0.0
3963,162.0
3964,4023.0
3965,884.0
3966,2907.0
3967,157.0
3968,460.0
3969,3031.0
3970,4433.0
3971,1753.0
3972,2682.0
3973,981.0
3974,550.0
3975,16.0
3976,1579.0
3977,7.0
3978,1799.0
3979,2965.0
3980,540.0
3981,272.0
3982,101.0
3983,711.0
3984,1642.0
3985,1374.0
3986,34.0
3987,6.0
3988,2.0
3989,1.0
3990,86.0
3991,284.0
3992,2944.0
3993,323.0
3994,135.0
3995,1954.0
3996,7.0
3997,471.0
3998,139.0
3999,3217.0
4000,1115.0
4001,132.0
4002,1457.0
4003,38.0
4004,2472.0
4005,4589.0
4006,256.0
4007,367.0
4008,1162.0
4009,4883.0
4010,1195.0
4011,119.0
4012,5.0
4013,4649.0
4014,7.0
4015,311.0
4016,1092.0
4017,399.0
4018,166.0
4019,273.0
4020,384.0
4021,1600.0
4022,10.0
4023,3650.0
4024,334.0
4025,295.0
4026,1091.0
4027,1384.0
4028,1081.0
4029,624.0
4030,2149.0
4031,4.0
4032,216.0
4033,106.0
4034,153.0
4035,731.0
4036,3851.0
4037,1817.0
4038,57.0
4039,4952.0
4040,1876.0
4041,83.0
4042,4856.0
4043,361.0
4044,2319.0
4045,206.0
4046,1596.0
4047,1318.0
4048,1026.0
4049,265.0
4050,0.0
4051,153.0
4052,36.0
4053,13.0
4054,71.0
4055,561.0
4056,4357.0
4057,7.0
4058,130.0
4059,345.0
4060,1695.0
4061,341.0
4062,1231.0
4063,1678.0
4064,3087.0
4065,70.0
4066,3483.0
4067,1.0
4068,103.0
4069,1870.0
4070,94.0
4071,297.0
4072,197.0
4073,170.0
4074,1877.0
4075,248.0
4076,2531.0
4077,371.0
4078,182.0
4079,2303.0
4080,59.0
4081,858.0
4082,285.0
4083,175.0
4084,692.0
4085,2872.0
4086,2593.0
4087,8.0
4088,33.0
4089,37.0
4090,53.0
4091,124.0
4092,35.0
4093,451.0
4094,44.0
4095,2931.0
