i,j,kappa_ollivier
6,2159,0.0867885
3418,3420,0.103816
913,2618,-0.143269
30,3944,-0.0525177
1928,3498,0.0644632
2158,2544,-0.00313755
2165,3366,-0.135077
2492,3558,-0.338326
14,151,-0.0986187
3177,3423,0.0248985
2131,2628,0.225859
857,1213,-0.191989
772,3051,0.100513
2924,3159,0.017884
2018,3308,0.0232253
1895,2221,0.175481
1640,3214,0.1419
1822,3819,0.184088
251,3633,0.180519
3085,3745,-0.0509252
3070,3937,0.129087
15,680,-0.0857357
881,1570,-0.489605
2524,3958,-0.186899
1018,1653,0.151404
3364,4013,0.0535436
3552,3670,-0.390525
2627,2966,0.200735
140,2005,0.116037
651,1898,-0.215203
512,2708,-0.0612474
156,2522,-0.00618034
1340,3794,-0.203443
101,3688,-0.0303414
503,677,0.104388
89,1542,-0.0447763
2807,3048,0.196799
3112,3961,-0.0391236
1102,2372,-0.131609
1249,3356,0.210843
279,1649,0.256376
140,3888,-0.0195509
361,3640,0.445913
1681,3281,-0.122028
628,1003,-0.014167
560,2528,0.112508
1045,2802,-0.0567317
3221,3736,-0.244143
3007,3924,0.0354266
2756,3882,0.245397
2669,4079,0.292074
627,1504,0.297617
1903,3821,-0.452621
2816,4072,-0.213982
1393,3758,0.374896
100,3051,0.353029
298,3810,-0.08814
1106,4028,0.310827
1214,2826,-0.338215
1426,2643,-0.337284
1477,2240,0.094593
205,1360,0.325403
1740,3208,0.376313
2558,2577,-0.0725601
189,944,0.366238
1080,3477,0.3157
1996,2490,-0.710479
452,1949,-0.164089
403,2673,-0.0182188
1001,3550,0.0485023
1239,4045,-0.043551
2353,3030,-0.632109
1661,1726,0.132659
2336,2738,-0.0822064
747,2323,0.043679
745,887,0.256709
3239,3478,0.113753
164,1837,-0.0503924
363,3101,0.122819
2746,2820,-0.0109622
3562,3715,0.0331939
2368,2789,0.545435
279,772,0.241805
2066,3646,0.135682
3135,3542,-0.0134007
1058,1664,-0.245656
1737,4034,0.432495
3192,3458,0.48009
1189,2296,-0.166294
937,3221,0.00343858
2340,4064,-0.212787
2778,3230,0.10438
1363,3421,0.187697
434,3572,-0.219452
3271,3658,0.430479
2671,3559,0.0129481
2148,2831,0.184831
2306,2307,-0.152257
3642,4079,0.137218
2125,3196,0.537132
635,1894,-0.0332337
3199,3211,0.146008
835,2148,0.126628
1072,2547,0.0920405
681,1182,0.0368066
3,4086,-0.0658003
390,3641,-0.196255
67,2682,-0.732042
1963,2323,0.00928025
3483,3654,0.0261953
389,3623,0.381375
735,3028,-0.0268215
3286,3515,-0.129053
1666,1898,0.0460037
128,665,0.00713131
1257,3842,0.0292203
1345,1834,0.404644
2653,3089,0.430371
3843,4095,-0.0644233
754,1447,0.267061
29,1488,0.375473
711,3545,0.125048
1035,3052,-0.0225603
919,3308,0.227606
205,1949,-0.00659808
1147,3048,-0.142837
1111,4037,-0.0141524
2215,4018,-0.486961
2550,2818,-0.107153
1220,3904,0.469707
15,3912,0.123811
374,3133,-0.29399
1256,3356,0.179985
1297,1740,-0.12005
1570,3294,0.472212
2722,4027,0.0486249
3301,3360,0.00524957
80,2126,-0.0216433
618,766,-0.209957
1246,4072,-0.202169
1278,1669,0.419316
2040,3945,-0.0301683
2013,4066,-0.0563913
98,2169,-0.180385
458,3182,-0.133115
2055,2384,-0.178768
539,3906,-0.769741
3524,4057,0.227734
1941,2065,0.386773
2440,2866,-0.271364
1265,3358,-0.0176134
1949,2884,-0.257753
1662,2705,0.043893
158,2569,-0.0930029
2316,3446,-0.184141
1106,2925,0.024235
2693,3761,-0.122935
1184,3440,-0.0498894
2428,2857,0.0185926
49,910,0.377904
741,3383,0.276605
2796,3690,0.322415
1250,2838,-0.159805
1361,3214,-0.134197
197,218,0.397061
515,1541,-0.0364619
1030,1432,-0.17535
85,2543,-0.0343992
1283,2688,-0.147424
1456,3442,-0.272143
3507,3885,0.396734
2417,3474,0.238926
583,1437,0.0686279
2743,3356,0.138012
3147,3960,-0.146935
1534,2973,-0.0108872
660,1500,-0.00751987
3009,3171,-0.206883
383,2542,0.435256
1151,2910,0.00237989
1179,3796,-0.0297387
86,2148,-0.0587969
985,1272,-0.0115787
1661,3541,-0.147691
276,1554,0.0163994
2153,2256,-0.0676862
857,2232,0.213659
1438,2187,-0.123669
1887,2343,0.204938
1123,3187,-0.329291
771,2331,0.348172
2339,2459,0.0227663
1122,2849,-0.805101
616,2537,-0.3104
371,1601,0.314641
1453,2759,0.346882
102,874,-0.664735
713,2615,-0.104676
297,1193,0.300544
1834,2179,-0.174834
2210,2466,-0.165384
70,2332,-0.317504
2060,2859,-0.209602
2170,2903,-0.434348
533,1454,-0.466401
1290,3080,0.526397
2065,3006,-0.23469
2332,3908,0.147366
1159,3780,0.0327731
1233,1259,-0.110765
493,3669,0.0476154
320,2673,0.167332
2279,3158,-0.0793666
446,2067,-0.26181
726,3750,0.00470116
101,771,0.133345
1934,3915,-0.651871
1521,2366,-0.362853
2323,3829,-0.210834
380,1172,0.0267304
7,3020,-0.305273
124,1183,0.12256
3000,3896,0.182135
276,439,-0.0879321
1256,3377,0.183061
1972,3408,-0.2899
130,3068,-0.104983
338,820,-0.334832
2311,3584,-0.0321789
1167,3002,-0.0485262
59,269,0.163107
2799,3610,-0.214632
1166,1657,-0.538772
3936,4074,0.111224
1207,1625,0.0212105
708,1379,0.146714
678,2449,0.135943
1054,2715,0.0049235
1011,2045,-0.0573428
2396,3821,0.0386867
1198,3956,-0.0859651
1818,2885,-0.235735
387,2985,-0.160938
992,2376,0.305586
515,2769,-0.181879
547,2360,0.182914
996,3200,-0.222936
376,3711,0.351262
39,1361,0.0467258
3422,3984,0.328648
2643,3036,0.570824
2268,3419,0.303459
333,2008,-0.078346
731,3904,-0.262265
2484,2638,0.116362
1350,3382,0.343695
2544,3744,0.0184725
1196,2529,-0.0772072
984,3651,0.1483
486,1421,-0.175768
2769,3642,-0.124198
883,2021,0.00086489
602,3744,0.148864
216,657,-0.0201686
1163,2169,0.185952
3258,3620,0.101231
1282,3480,0.0872379
2467,3658,-0.0640897
1833,1883,0.513748
144,698,0.0918095
435,3694,-0.524053
80,3859,0.0539932
1994,2609,-0.251139
143,1535,0.331176
348,933,0.0290303
1501,3200,0.0227217
275,2642,0.405297
1549,2924,0.309966
630,977,-0.0545932
3021,3850,-0.161116
2976,3239,0.197044
3574,3949,-0.0558766
1846,2954,-0.0635006
3307,3938,-0.0279399
1371,2029,-0.351881
1167,4046,-0.180896
1251,3024,-0.00836735
696,3969,0.131409
2407,2851,-0.00192653
248,3053,0.462663
1967,3658,0.0499898
2715,3438,0.0927711
441,2192,0.523217
297,1613,-0.190695
1980,3053,0.220032
317,1776,0.170574
1905,3397,0.65587
1159,1403,-0.0236736
1992,3333,0.150002
831,1582,-0.193052
798,3377,0.304605
494,2657,-0.19741
3315,3732,0.111717
933,2716,0.184382
1405,3302,0.0241363
1549,2092,0.131966
647,1968,-0.0609846
1245,3437,-0.0127118
1223,2105,-0.428329
1893,2873,-0.0254552
2093,2379,0.0394867
83,818,-0.192477
193,849,0.215905
2017,3692,0.156683
373,1256,0.407043
1353,1501,0.271391
2035,2867,-0.160395
1942,2765,-0.198611
601,1786,0.033572
1037,3182,-0.20214
1339,2546,0.219022
3131,3686,0.194061
2775,3488,0.470504
423,2426,0.173485
2224,3570,-0.194817
336,849,-0.144787
1616,3315,0.525959
352,1557,-0.0513939
1229,1248,-0.0866744
2612,3583,0.620435
214,1041,0.101367
1117,2516,-0.0577259
2402,3442,0.4075
1942,3130,-0.0019403
1596,4005,0.229161
2947,3348,0.0192385
1659,2603,0.354537
860,1371,0.209081
3382,3591,-0.275712
877,1397,-0.488032
2529,3092,-0.241271
553,2993,-0.225132
2059,3218,0.146982
1501,3187,-0.39511
194,1673,-0.0188419
1293,2453,-0.101701
740,2488,-0.173265
2951,3134,-0.138257
1767,2442,-0.0529034
1791,3125,0.340783
2710,3835,-0.050582
1302,2376,-0.0918138
2500,4014,-0.246237
851,3356,0.0215215
611,1823,0.104674
245,2334,0.0576111
2769,3798,-0.217363
375,4044,0.0245786
2969,3395,0.060869
3020,3635,0.0346613
1954,2889,-0.457894
1228,3093,0.0153404
2603,2882,0.225732
318,1123,0.171397
1842,2108,-0.0696948
620,2852,-0.101576
1149,1694,0.0992373
1616,3736,0.0981664
211,3314,-0.3358
3048,3903,0.0821667
360,2508,-0.0107015
3024,3760,-0.0270099
1477,2212,0.132727
1233,2838,-0.28368
2136,2339,0.117801
178,2259,-0.17316
290,2452,0.259812
776,3336,0.230477
473,3028,-0.124929
2836,3231,0.0685421
3788,3851,-0.168934
0,3779,0.202443
507,3324,0.122689
1891,3285,0.0103054
2386,3610,-0.188995
1077,3441,0.355921
1539,3949,0.0920283
3293,3315,0.156456
1856,2333,-0.194766
688,3688,0.0189356
728,945,0.10955
1190,3786,0.120022
1109,1959,-0.1141
2736,3989,-0.186138
1132,2695,0.117726
1786,3301,0.453872
1313,3542,-0.209031
2858,3936,0.456217
20,2541,0.314015
3230,4028,-0.13582
2243,3597,0.332805
1609,3751,0.023655
423,2178,0.0169552
1084,1159,-0.0159524
182,3908,0.1353
1429,2069,0.100767
2541,3964,-0.336477
151,3547,-0.00394306
2,2106,0.252495
2648,3130,0.212913
1386,2697,0.00472252
364,2549,0.0252798
1037,2812,-0.0187315
85,2815,-0.0496376
849,3508,0.258684
1771,3674,-0.45749
2941,3266,-0.130622
1561,2162,0.354002
3478,3666,0.085697
1194,1348,-0.00550053
1498,3411,0.494924
1617,2088,0.197332
1489,1774,-0.270135
1788,1923,0.393951
2504,3361,-0.35253
751,2386,0.0345917
611,3805,-0.39646
2015,2016,0.133052
474,2570,0.211981
662,3392,-0.0619606
2605,3458,0.14373
1504,1648,-0.0116065
1393,1805,0.0599915
1683,3881,0.163801
534,1456,0.0976835
1064,3760,0.0332726
415,735,-0.0652116
452,1342,0.184099
29,1232,0.0156504
217,3494,-0.150719
43,3665,0.382583
495,3946,0.262595
2088,2281,0.0491588
1797,3130,-0.0495502
458,2528,-0.0349653
272,2324,0.445558
468,3913,0.0921479
1676,2118,-0.252647
1908,3214,0.528628
3131,3631,0.454995
1729,3980,0.241138
3428,4014,0.0474319
635,3392,-0.017027
1898,2059,0.114553
2238,3766,0.0180567
1716,3481,-0.134525
2571,3698,-0.0986518
1876,4058,-0.456963
1504,3182,-0.09843
1371,3387,0.178272
806,1095,0.060517
655,1375,0.120976
1723,4032,0.186911
3133,3951,0.14612
17,1214,-0.121826
2804,3013,-0.430225
2160,2670,-0.235101
852,2004,-0.103853
2181,2386,-0.232415
974,1070,0.167291
1647,3193,0.412288
2516,4021,-0.0161844
2786,2996,-0.194917
1422,3873,-0.306706
94,2549,0.0988261
104,3048,0.202001
2717,3265,0.296582
2065,3743,0.155123
1426,1678,-0.116889
373,1355,0.042409
2831,3852,0.155183
2056,3384,0.416807
488,1547,-0.483662
2347,2543,-0.235607
1025,3700,0.176308
1963,2989,-0.180015
2285,3719,0.0564786
246,252,-0.270404
2331,3624,0.24973
3209,3642,-0.0709578
281,1703,0.191832
886,2584,-0.152461
2005,2642,-0.161667
3605,3620,-0.21829
245,358,-0.159711
3696,3957,0.236315
2457,2990,-0.297789
2822,2837,-0.0796903
1167,3528,-0.0844732
150,1820,-0.191344
1307,3796,0.120625
2422,2444,0.0429937
27,2729,0.0699579
1984,2783,-0.282056
1897,2328,0.237404
2258,3663,-0.199678
1986,3036,0.43258
2769,3324,0.267026
1250,1884,-0.0335149
1701,2341,-0.395506
1359,2982,0.24983
1085,2017,-0.213166
1067,2576,0.0304488
587,1935,-0.0949959
98,2057,0.00745972
3040,3620,-0.0500158
1131,2847,0.165079
2682,3447,0.427705
940,1969,-0.0401659
178,353,-0.27927
3572,3905,0.194162
2008,3563,-0.0988882
2807,2951,0.00479904
596,2238,-0.0185048
2761,3501,0.194771
146,1708,-0.474031
1077,2446,0.0241174
3458,3959,0.292769
74,2380,-0.298229
1055,3853,0.000462265
2075,2349,0.0521401
263,3127,-0.157212
422,3597,0.340635
2208,2868,-0.246825
242,4047,0.155595
1015,2408,-0.167424
910,1163,-0.11311
443,2036,-0.157539
3296,4024,0.374688
1032,3783,-0.00992992
1003,3523,0.183784
929,3853,0.0107461
37,2279,0.0924764
3123,3632,-0.277022
613,3944,-0.196456
2964,3533,-0.103092
525,2722,-0.0642237
1855,3779,0.232687
1431,3139,-0.0823395
618,2185,0.164379
943,2717,0.174182
851,1549,-0.00942364
2075,3146,-0.284913
637,860,0.00902937
2355,4035,0.115458
93,2654,0.147646
1304,1722,-0.263459
271,2885,-0.0411302
499,1908,-0.0576641
3013,3556,-0.0410916
534,3441,0.236721
2145,2858,-0.0193802
1654,3960,-0.254885
1500,3440,0.384104
858,2806,0.223146
1815,2502,0.0349324
3848,4037,0.0472665
586,2643,-0.25938
750,3382,0.0695832
2802,3943,0.0750096
1317,1797,0.516204
155,2821,0.0171479
954,2611,-0.193048
380,2446,-0.138477
150,1219,0.0950703
588,1822,-0.431896
1960,3944,0.0680281
1583,2392,0.450289
2022,3984,-0.0714203
1115,1163,-0.146215
2022,3655,-0.0936701
2401,3971,0.277415
840,2055,-0.483342
1482,3143,-0.408297
1539,3193,0.117769
949,2155,0.378432
2379,2568,-0.100227
1786,3882,0.405906
30,4023,0.337389
1065,3961,0.0350737
1868,2343,-0.196138
1493,3776,0.00299385
1185,2953,0.456906
2379,2485,0.591024
114,3272,-0.0622807
317,392,0.090133
2386,2951,-0.129759
3841,3860,-0.0252976
1363,3812,0.191629
1772,2317,0.141317
3213,4076,-0.279313
990,1326,-0.121005
1264,3507,-0.0576819
980,3892,-0.0404336
966,1625,0.394753
320,3406,0.171081
922,2592,0.00420516
1543,3020,-0.306504
1942,4039,-0.0813848
872,1021,-0.310142
2921,3726,-0.0551763
686,2910,0.0145638
2307,3206,-0.0274509
1274,1456,0.0469032
635,2291,-0.205016
1172,2752,0.057072
2527,2810,-0.0129982
26,2004,-0.0153225
205,2277,-0.0184008
30,1544,0.167002
1648,2075,0.00831895
318,2295,0.102073
2340,3139,0.313341
341,3333,-0.0079101
1847,2477,-0.186383
1353,1759,0.239425
781,3862,-0.14863
1041,4060,-0.203918
910,2137,0.216377
680,2967,0.0543393
95,3951,0.0583074
65,659,0.0450175
3357,3746,0.0607571
294,3841,0.24165
160,3865,0.13036
2996,3059,-0.260494
772,2339,0.112572
3063,3382,0.0929928
403,2951,0.166634
397,2343,-0.000505256
3134,3242,0.287298
434,1504,-0.319924
1461,1862,-0.12743
2700,3461,0.240194
651,1131,0.0533675
366,2354,-0.0766609
650,2488,0.0975267
915,3758,0.487623
1085,1189,-0.0740225
1973,3066,0.391929
238,2233,-0.297197
3934,4039,0.151014
1894,3267,0.137414
1010,2932,0.04567
1736,3326,-0.40985
1217,1245,-0.286127
931,2190,-0.146126
231,1667,0.206399
1013,3488,-0.0853214
182,806,0.0652362
1498,1635,0.380838
1527,2808,-0.0503024
1252,2402,-0.0320574
172,1639,-0.0584379
933,2141,0.062842
956,3400,-0.109389
628,2582,0.297421
1816,4066,-0.023935
211,1570,0.053886
2121,3980,0.448236
3211,3317,-0.267781
1553,1583,0.400933
629,1093,0.120773
2122,3706,-0.11092
359,1975,0.0834793
494,1441,-0.0481604
2468,3720,0.24814
1768,3985,0.129421
778,3602,0.0234039
349,3715,-0.07727
1821,2185,0.491993
935,3324,0.0397945
339,2763,0.0905723
97,3504,-0.28713
225,3563,-0.104843
213,4085,0.102255
2746,3521,0.0201355
905,1797,0.198749
1847,4032,0.0296592
49,2541,0.265202
2159,2759,0.199986
515,3857,0.649246
2,3612,0.130572
104,723,0.11903
1541,3857,0.0281593
963,1490,-0.131702
527,3710,0.0312564
1242,2728,0.485433
1544,1973,0.211389
2774,3526,-0.0523109
6,2759,0.0152074
2116,4077,0.0700795
2034,2274,0.0679561
1607,3944,-0.0629696
212,863,-0.0908761
2463,3076,-0.502538
806,2906,0.0567087
6,1979,0.456745
1503,3261,-0.133203
2058,3481,0.175994
402,1371,0.0893955
2424,3942,-0.176006
1385,1400,0.0846942
1256,1690,-0.0340337
1125,1798,-0.0872111
1594,1745,-0.21744
156,1266,-0.178264
3656,3686,0.219645
291,2582,0.426288
1414,3183,0.384361
2419,3209,0.172303
1289,1668,-0.357303
253,331,0.0124366
1936,2458,0.443334
1070,2072,0.601957
717,1360,0.057109
622,2617,-0.193486
2598,3148,-0.0727071
109,1038,0.433589
1502,2956,-0.0564865
673,2698,0.121239
1105,3688,0.388772
1539,1797,-0.00177672
352,1859,0.0805004
3604,3958,-0.0744682
2087,2553,0.0388668
272,1549,0.0813287
3666,3978,0.00100692
1804,3728,-0.0784705
666,2221,0.181348
477,3496,0.191618
99,506,-0.452706
680,1679,0.112168
71,1255,-0.282778
2977,3933,-0.0134173
860,1252,0.503199
2105,3352,0.00335791
1528,2690,0.194174
184,1254,0.409334
2467,2640,-0.317438
1147,2410,-0.123368
2169,3710,0.134523
2411,3167,0.0898491
1872,3183,0.140945
44,2005,0.15363
101,1617,-0.0564113
1283,1539,-0.171135
158,3879,-0.0370919
1275,2070,-0.20334
119,1539,-0.224008
1615,1836,0.265871
390,2577,-0.0072414
752,1633,-0.218209
2328,2592,0.106268
1924,2025,-0.17698
2436,2573,-0.135467
515,2937,0.324035
2821,3028,0.3349
836,1938,-0.0423953
219,2929,0.101013
101,863,-0.0295169
486,1291,-0.351158
2103,2441,0.262113
49,2560,-0.276837
1999,3110,-0.0664817
3342,3589,-0.187311
129,2368,-0.210765
875,928,0.297856
437,834,-0.38382
37,3896,-0.155738
606,1016,0.401842
3663,4055,-0.000894246
141,3423,-0.136904
1143,1708,-0.044649
317,2582,0.149368
1910,3772,0.645971
3226,3424,0.0669542
601,2331,0.132973
2953,4029,-0.216596
186,3964,-0.0142894
349,1717,0.03342
375,2902,0.0580017
2155,2754,0.282587
3007,3152,-0.65816
3294,4072,-0.0119343
784,2848,-0.0989614
184,2231,-0.345921
715,855,-0.155874
1733,2210,0.139351
1274,2253,0.179787
1601,3024,-0.318421
1222,2657,0.100511
400,3163,-0.227228
2783,3816,-0.118279
2514,2701,-0.0161947
468,3098,-0.151806
1210,3914,0.0649232
757,1823,0.14276
129,2385,0.514656
2979,3321,-0.151859
611,1155,-0.37039
1266,1854,-0.0121053
185,1070,0.129671
998,3408,-0.145989
485,2256,0.0265981
1668,1990,-0.349979
592,3980,0.265019
1432,2147,0.134924
2589,2934,0.241017
580,3776,0.0152427
1806,3691,-0.0648496
877,2335,0.00499224
2847,3395,0.0159585
113,1463,-0.131237
325,1895,0.180864
3654,3812,0.22266
3244,3678,0.163298
1464,3293,0.477535
547,3624,-0.0058692
42,58,-0.118235
2089,2378,-0.304548
253,2185,-0.248996
15,2748,-0.0622275
17,2653,0.0950731
633,3732,0.0173764
285,3504,0.187118
2993,3804,0.158169
1043,3093,0.0295445
1678,3307,0.201115
2020,2582,-0.0971409
422,3388,0.203257
729,1229,-0.280364
492,1072,0.0603292
4072,4083,-0.298653
983,1553,-0.215492
2328,2700,0.0523278
1880,3037,0.250298
1651,2604,0.343965
862,1072,0.0792345
613,2041,-0.201914
3214,3858,-0.171213
103,888,-0.00273324
3023,3663,0.00252938
636,2488,0.394738
2169,3081,-0.0317906
3239,3720,0.135144
3523,3724,-0.12842
1115,2374,0.00634053
1336,1496,-0.12656
1690,1854,0.0542958
9,3946,0.0194138
2628,3382,0.206315
849,3584,-0.419335
676,3269,0.306315
385,2518,-0.533054
2378,2655,0.0364453
310,2010,-0.229838
3351,4004,0.172332
1399,3302,-0.320264
2460,2743,0.0643212
2221,3177,-0.00538074
781,828,0.453375
1961,3952,0.443145
3505,3773,-0.303437
740,2169,-0.091867
1010,2663,-0.477839
151,3217,0.136668
682,1498,0.15002
372,1910,-0.0646305
2013,3130,0.0442601
2157,3745,-0.384827
622,3049,0.44023
555,4056,0.37201
120,503,-0.14108
155,2488,0.21939
1409,1448,-0.158518
747,1800,0.665355
1785,3738,-0.11346
907,2059,0.0783596
1259,1650,0.0222531
3313,3583,0.168794
1891,3039,-0.187052
121,2155,0.102472
342,1421,-0.180111
150,1544,0.147671
2443,3612,0.157452
548,2844,-0.00054053
80,442,0.0404645
2077,2191,-0.456639
2272,2543,0.0184137
381,4013,0.614909
214,2659,0.225768
849,4030,0.144508
1839,3983,-0.132457
2975,3046,0.0233022
2823,3163,-0.144843
1230,3162,-0.100193
1691,1733,-0.0393865
698,992,0.156226
1229,4016,0.138657
824,3575,-0.150886
365,415,-0.108157
1231,3177,0.103262
813,1186,-0.258542
318,834,-0.0778962
855,1910,0.590906
1653,2493,-0.0937534
705,852,-0.00780489
1460,2583,0.270704
785,903,-0.458692
1998,3053,0.381183
2880,3713,0.498258
2072,2390,0.233022
155,3951,-0.00202642
1793,3789,0.016695
499,950,-0.024537
771,1386,0.27758
3199,3938,-0.278202
1901,3158,-0.0423715
628,932,0.11699
1520,3972,-0.385044
1448,3020,-0.0834201
461,1650,0.0570101
1922,3096,0.0934677
684,3463,0.10245
3646,3692,0.271172
1384,4036,-0.233924
975,3378,-0.0321886
714,2357,0.272444
1268,1427,0.0316085
422,2179,-0.164881
88,1471,-0.0123456
2721,3086,0.276402
171,2864,-0.126499
1030,3877,-0.169742
461,2436,-0.186189
367,4060,0.163821
1967,3863,0.309887
1926,2385,-0.0121419
1687,2594,-0.131773
1307,3964,0.0579133
782,3544,-0.166563
1087,2004,-0.293325
3119,3623,0.356477
544,2350,-0.193865
3873,3976,0.0488497
3231,3584,0.00215772
599,1779,0.129254
2807,3431,0.0376146
2582,3999,0.0731193
822,3531,0.0517688
275,1131,-0.052014
1649,3949,-0.105959
2321,2529,-0.147766
2105,3674,0.293814
771,3488,-0.0444524
2962,3314,-0.292658
2010,3441,-0.190722
1951,3868,-0.492812
1023,1470,0.0337553
38,2787,0.346033
1743,2560,-0.0223674
891,3327,0.170598
896,2847,0.25284
1233,3937,0.0161932
1782,2869,-0.370876
2821,3257,0.0310762
793,2266,-0.11201
2964,3490,-0.0352004
515,2317,0.160728
2766,3743,0.0212067
12,1182,0.0860576
1684,3150,-0.138818
125,3823,-0.15549
110,3376,-0.0172483
1992,2147,-0.145686
2198,3877,0.152641
94,3777,-0.0998041
1729,3806,0.33801
2386,3242,0.130954
1561,3738,0.00500194
2041,2317,0.209503
318,870,-0.350786
1888,2178,-0.0741679
2141,2335,0.119693
864,3798,-0.0103376
268,3743,0.172678
2635,3466,0.324809
31,2515,-0.73151
1620,3805,0.230132
777,1910,-0.114263
446,2447,-0.58342
1384,1573,0.100773
1091,1207,0.0172919
861,3134,-0.226681
291,2676,0.260795
43,863,0.00870589
2043,2274,-0.0555394
1132,1393,-0.0457196
563,2263,0.0866631
1933,2668,-0.278657
2737,3486,0.0144405
2866,3258,-0.115535
69,1253,-0.294425
1901,3631,0.396129
472,3956,-0.200806
1614,3649,0.0169031
652,3237,0.457528
1433,2080,-0.042281
3517,4008,0.264886
1961,3525,0.128833
3688,3956,-0.199942
3,276,0.252796
3525,4023,-0.0264591
213,1400,-0.0403253
1253,2356,-0.265966
90,3926,0.157535
1095,1167,0.380156
1730,3399,0.115682
975,3863,-0.148708
3244,3683,-0.299561
2483,3891,-0.0961797
2778,3979,-0.0326723
735,2993,0.103237
254,1589,0.146729
3376,3726,0.489519
1267,2049,0.0789048
156,3534,0.215727
2271,3731,-0.0915155
1408,3446,-0.150992
146,1058,0.199235
367,3632,0.291414
1498,3285,0.0734639
1415,3641,-0.774212
1965,2316,0.123118
3354,3905,0.107657
114,1758,0.408434
1414,1903,-0.163542
1420,3093,-0.0240349
618,2419,0.423085
2637,2665,0.407528
202,2464,0.404357
2655,3533,0.125202
723,4064,-0.0380686
1264,1574,0.146996
860,1213,0.158925
2460,2604,0.316317
374,3493,0.0348969
2035,3171,0.103135
2828,3760,0.0308328
747,3217,0.0775512
805,3483,0.117376
1206,3131,0.0783041
1357,1446,-0.0698611
966,3544,-0.10218
2194,2470,0.0915031
1712,3652,-0.202369
1013,2865,0.164048
155,2858,-0.0447319
185,3119,-0.15271
1445,2845,0.106905
1317,3565,0.138529
1888,2949,0.0185571
2085,4060,-0.0247265
2179,3422,-0.105186
2350,3461,0.285779
406,859,0.227818
1990,3506,0.152964
2391,3773,-0.353909
2402,3774,-0.0254963
1078,1453,-0.364733
1887,3892,0.123747
3383,3780,-0.0623328
1425,1616,-0.0395947
193,3807,-0.216039
662,3856,-0.338057
1922,3683,-0.234383
277,1969,0.00036212
253,2117,0.435679
1541,4062,-0.192333
629,1105,-0.199027
1064,3657,0.160054
242,948,0.00745862
363,371,0.0308433
579,1205,-0.260209
1006,2935,-0.0172553
369,1797,-0.164593
510,1030,-0.00297984
2147,3746,-0.266231
522,2310,0.440468
721,3501,-0.244883
2311,2697,-0.0242416
3525,3563,-0.00489156
60,2760,0.226111
1081,1888,0.106184
1679,1829,0.196128
2475,2597,0.18101
442,2062,0.0824182
2012,3068,0.258188
1325,2940,0.139973
1698,1721,0.0714925
1835,3212,-0.301297
56,2115,-0.0517671
1077,1715,0.290874
665,3724,0.101376
183,1615,-0.234595
57,1573,0.00894266
833,3806,-0.118011
2306,2527,0.0885044
1268,3673,0.133249
1649,2092,-0.0441876
2814,3302,0.0726029
1304,1405,0.452245
1231,1605,-0.0361275
2085,2760,0.0623765
2984,3474,0.147873
2378,3959,0.0896454
2539,3578,0.397225
1843,2099,0.103271
1923,2724,-0.101954
1131,1693,0.110155
2711,2791,0.192163
442,3563,0.149195
1140,2428,-0.0309089
603,2548,-0.0262458
938,1805,0.135344
810,1757,-0.503519
2070,2783,0.0329958
1441,2347,0.392395
1063,3726,0.0664926
133,3913,0.139536
512,717,-0.355642
1359,2658,-0.213041
1045,2743,0.00648952
3347,3732,-0.063931
558,2857,-0.27984
2424,2634,0.00158031
1049,2852,0.266423
618,1868,0.220977
532,726,-0.116951
560,2096,0.185565
857,3504,-0.214535
383,2598,0.380756
115,4004,0.548677
1190,4018,-0.131866
2773,3559,0.233777
421,1528,0.183368
1817,2147,-0.0479725
940,2540,0.231214
1431,3541,0.000691759
651,2783,0.284491
726,3660,0.0128748
2670,4027,0.00508989
97,777,0.019327
1191,2702,0.122151
1309,4080,0.383779
510,2627,0.0357481
1446,3138,-0.326798
1866,3345,-0.164611
2461,3070,0.205069
570,1390,0.0835304
2409,2776,-0.31752
1116,2687,0.324052
402,1139,-0.0622412
70,3667,-0.0939059
1611,1952,0.113264
2168,3545,-0.00504672
503,2914,0.126653
1923,2265,-0.314247
1205,3474,-0.139118
542,1766,0.15217
9,2688,0.247455
2516,2828,0.0145888
2221,3842,0.312001
1249,4002,-0.282333
1091,3966,0.386231
2012,3398,0.176377
1069,2295,-0.0785362
2766,3959,-0.0493058
508,3580,0.574935
2696,3764,0.466219
1823,3865,0.0847359
1282,2283,0.0762688
371,803,-0.0398243
110,3586,-0.0248055
475,2156,0.268284
2564,2776,-0.0567978
383,3523,0.27076
1149,3545,0.0472786
70,3086,-0.0316159
1599,2209,0.0385389
3326,3806,0.201578
784,2334,0.0643771
1848,1926,0.56537
1379,1608,-0.312311
296,3402,-0.819506
1231,3473,-0.250364
156,3896,0.051077
3180,3973,-0.308569
687,3091,-0.0785107
2865,3388,0.414486
2348,3358,-0.225826
792,3315,-0.130656
1016,1378,0.0587633
688,2341,-0.0859639
59,943,-0.429783
270,712,0.333853
2451,3130,0.187329
1845,3959,0.0984391
277,1237,-0.491075
2250,2807,-0.350415
1562,3374,0.177899
685,1375,0.147499
2115,4069,0.117717
1193,1988,0.225947
3110,3274,0.0209523
3140,4067,0.179276
2249,3048,0.192032
158,3943,-0.182291
1396,3478,-0.0150263
1576,2698,0.0240381
510,2467,0.134453
1741,2485,0.231613
1431,3193,0.0840595
1511,2671,0.00259905
