i,j,kappa_ollivier
635,3159,-0.270916
455,952,-0.128101
1699,3340,-0.0815222
1453,3501,-0.203836
1495,2565,-0.0816523
1867,3938,0.0401552
1470,1581,-0.106766
1460,2548,0.0684338
253,3642,0.170608
2458,2764,0.0414068
447,1432,0.117858
1336,3899,-0.0746602
392,3193,0.234678
629,1912,0.101778
2442,3326,-0.0545125
1554,3952,-0.2187
2367,3219,0.580834
423,2100,0.221641
795,2672,0.114696
6,2598,0.112362
60,2396,0.162963
1102,2671,-0.0250333
1955,3714,-0.0122528
2499,3655,-0.0387519
1716,3708,-0.284135
2392,2720,-0.136785
1480,2935,0.135659
822,3813,0.0842736
893,3358,0.125908
1941,2075,0.330665
1320,3999,-0.0870871
537,3730,0.237866
1004,3670,-0.0698307
663,1398,-0.34603
372,3943,-0.212427
88,3595,-0.0883812
1692,3189,0.112974
3282,3805,0.250424
42,2570,-0.447672
865,2668,-0.108118
729,731,-0.0291937
202,3292,-0.340135
329,531,-0.1187
2995,3205,-0.0999947
94,3711,-0.140615
1854,3543,0.0187039
3041,3253,0.00658594
139,2514,-0.153737
882,3297,0.397653
125,929,-0.721818
1602,2638,-0.172373
1807,2993,-0.185856
845,2502,-0.33335
2460,3439,-0.23537
159,627,0.0601223
478,1080,0.207198
2196,2217,-0.00483526
1068,3999,0.41468
844,1227,0.129724
2785,3095,0.413611
1198,3170,0.30474
2797,3156,-0.122848
3042,3933,-0.190509
1207,1266,0.146262
853,2975,0.265039
1116,1387,-0.105027
492,3758,-0.194706
2317,3841,0.0753539
788,1382,0.0648975
1659,2236,-0.0982629
1112,3974,0.0930846
1003,3301,0.465933
2615,3916,-0.458683
2963,3599,0.00955382
617,1007,0.277459
3493,3580,-0.0262541
1738,1971,-0.166285
2609,3181,0.141884
2143,3108,-0.452276
132,159,0.0737965
1314,2206,0.195948
1488,2322,0.476407
2336,2374,0.387919
1197,1837,0.0811048
1678,1816,0.0228424
1626,3944,-0.234156
515,1626,-0.0398655
1110,1901,-0.0803426
1465,2706,0.0805929
648,754,-0.063024
2446,3163,-0.341519
2010,2347,-0.270306
867,2067,-0.525836
805,1363,0.187322
1113,1866,-0.0880123
495,2820,-0.167552
1955,2590,-0.266337
163,1592,-0.280811
2670,2865,0.287203
1654,2410,0.245802
1679,2270,0.27544
2621,2642,-0.0445302
2376,2671,0.0492765
450,2924,-0.381012
1526,3166,-0.0147762
875,2279,0.105291
922,1338,0.481149
718,1588,-0.265395
1245,2224,-0.119807
249,1190,-0.101343
1875,4066,0.0584267
1436,3308,-0.230805
296,395,-0.316764
2426,4039,0.0354798
668,2537,-0.390508
146,526,-0.10507
970,1491,-0.0192407
1468,3657,0.0578788
3138,3709,-0.176285
3107,3788,0.192834
109,2271,-0.149209
225,533,-0.0842093
662,4047,0.041509
2909,3782,-0.245894
2637,3789,-0.0407056
772,1693,-0.181987
2041,3062,-0.00865812
744,1335,0.278721
1254,2371,-0.330631
1129,2375,0.290397
39,2631,-0.140031
753,2996,0.224339
667,3002,0.129247
383,2582,-0.0246994
2038,2316,0.209595
875,1139,0.574582
3130,3665,-0.337638
723,1963,0.5105
1572,3685,-0.277295
862,891,0.0361247
2573,2780,-0.0741718
1210,2611,-0.0655069
1041,2494,0.258938
1485,3274,-0.0587182
1969,2761,0.0187177
2409,2474,-0.167571
1386,3488,-0.0682127
1152,2062,0.250788
945,1272,0.473249
1387,3721,-0.177839
2259,3163,-0.149584
2155,3285,0.0234372
1968,3161,0.0384452
320,2425,-0.16753
1205,2446,-0.121859
717,1890,-0.264749
1435,3703,0.0658979
1171,3633,0.145015
1662,2666,0.244879
129,1926,-0.0225957
2670,3461,-0.241491
789,2782,0.115672
504,2374,-0.107638
43,3010,-0.309777
942,3772,0.334156
2588,4049,-0.00206103
2868,3063,0.00791723
2820,3365,0.453716
1684,2253,0.0655919
1087,1192,-0.240849
529,2665,0.010152
690,3190,-0.470963
1242,2764,0.154943
824,1564,0.14832
1482,2716,-0.29162
2731,3682,0.318251
887,3697,-0.163961
2168,2464,0.277584
2560,2718,-0.127363
1274,2451,-0.14399
931,3324,-0.109699
2100,3424,0.225362
2115,3876,-0.0445881
1941,2611,-0.0461502
592,3982,-0.446975
1354,1433,-0.18773
597,3506,0.353434
477,967,-0.0988126
2520,3376,0.130784
2097,2274,-0.0481439
648,2354,-0.0864462
2481,2613,0.478221
167,2452,-0.544197
2333,2956,-0.0120711
95,440,0.279167
231,2354,-0.209357
139,230,-0.0933234
15,341,-0.0755113
1653,1955,0.104447
471,2005,0.412419
3607,3664,-0.063976
831,2380,0.299598
205,3532,-0.033749
525,1598,0.181302
22,2210,0.0260531
780,3221,0.386285
2209,2379,0.17983
1907,2365,-0.103609
1447,3324,0.0212916
173,421,-0.148413
3329,3886,-0.249585
3857,3860,0.0445407
3308,3525,-0.168162
2064,2351,0.0655829
2095,2789,-0.0696369
43,612,0.214032
15,900,-0.13703
2396,2397,0.264727
1648,2143,-0.0556575
30,268,0.539367
44,554,-0.194352
2372,3863,-0.279869
1002,2516,0.29678
2426,3150,-0.091778
1054,1687,-0.297795
45,3236,-0.0146421
2185,2640,-0.0236974
1763,2891,0.0523462
633,3135,0.585466
353,4093,0.490116
312,1917,-0.120048
2335,3969,0.0404196
515,3171,0.569123
676,2257,0.0358138
3364,3591,-0.264586
2348,2544,-0.265422
912,3365,0.21158
1366,2635,-0.305588
966,4042,0.016843
1573,3481,-0.0226957
249,1099,-0.0609592
1447,1942,0.118054
1617,1715,0.180413
1931,2519,-0.198132
2693,4069,-0.272963
876,3739,0.0596595
806,1523,-0.00663456
1110,1336,-0.384711
253,1610,-0.0831493
86,507,-0.00373134
301,431,-0.198731
1614,3158,0.127475
1480,3047,0.0363927
2582,3882,0.248067
2020,3636,-0.122678
158,3042,-0.142713
3808,3930,-0.422376
23,3756,-0.122249
602,2013,0.0143796
266,1223,0.296381
2169,3486,-0.29153
1780,3639,0.0485922
1249,3265,-0.0117217
2699,3944,0.198618
310,1477,0.117862
2360,3947,-0.314507
119,3091,0.306027
822,1049,-0.0179253
751,3158,-0.280574
2706,3946,0.333117
2017,3187,-0.169906
984,3082,0.0982456
131,835,-0.065283
231,1419,-0.281484
1030,4000,0.0427968
2679,3889,0.288443
93,3146,0.36236
633,2202,0.257628
1179,2017,-0.022893
42,1560,-0.385286
2903,3541,0.00420863
495,2327,-0.0387195
1580,3466,0.0501057
242,3613,-0.105665
1106,1295,0.479359
569,1971,-0.280916
2685,3537,-0.101071
864,3525,-0.109482
2705,3308,-0.0575129
1530,4094,0.0431242
2467,3827,-0.497612
1250,3315,0.00671887
1502,1576,0.605241
477,1663,0.0659565
247,2173,-0.290004
2176,2882,0.144813
1320,3317,0.266392
153,2123,-0.0738308
318,4026,0.106773
1799,3183,-0.205674
833,3123,0.21476
239,2145,0.073463
1293,2424,0.301507
3142,4052,-0.217504
3266,3896,0.088733
3014,3624,0.10893
1573,3966,0.273939
1231,1612,-0.242543
82,965,-0.0904412
3716,3871,-0.517997
994,1884,-0.0181605
1880,2145,-0.0226055
2115,3529,-0.242202
814,1520,-0.482598
1372,2347,0.115055
2584,3403,-0.0487501
1459,3390,-0.160479
1772,2937,0.0524594
655,898,0.194498
2887,3019,-0.0374192
1483,2374,-0.072558
274,574,0.518422
3347,3858,-0.0548843
1089,2819,0.220992
890,2664,-0.207868
228,1166,0.264185
261,1500,0.137487
967,1806,-0.141534
534,4066,0.104347
1483,3611,0.0672961
3707,3908,-0.110143
534,713,0.0843475
1535,3940,0.31506
1190,3550,-0.0486248
1395,1888,-0.055645
351,1327,0.273483
292,3955,-0.277355
12,1451,-0.0551593
1151,3175,-0.0844091
1839,2273,0.362264
1390,2526,-0.136547
975,1305,-0.133115
333,2536,-0.100881
443,2969,0.0476708
277,2352,0.0557261
660,4039,-0.0182885
1766,2844,-0.0528206
1868,2721,-0.246791
2618,2828,-0.205238
2599,3880,-0.100454
2256,3757,0.00545371
1626,2699,0.124872
339,2869,0.0934697
73,2974,0.201574
287,1474,-0.115621
1363,2277,0.0989326
2596,3158,0.318213
298,1046,0.543422
3031,3698,0.00774507
3044,3685,0.274644
1222,3360,-0.0994828
1508,2982,0.524645
30,3354,-0.131587
1077,2272,-0.118021
1661,3400,-0.119325
1523,2419,-0.0582835
272,1193,0.183802
2642,2967,-0.00381374
875,3841,-0.00733468
2752,3302,-0.25979
2317,2648,0.367124
598,2043,-0.0182933
1485,3750,0.00620396
598,4063,0.13758
473,1414,-0.128335
971,1067,-0.141521
1115,1219,0.222163
970,2335,0.175154
2129,3329,0.370775
504,2801,0.00195035
185,1699,0.0944258
586,2970,0.172798
1785,3124,-0.0548042
1006,2348,-0.177722
1702,3532,0.0967161
1109,3457,-0.288213
2070,2418,0.0209146
242,2404,0.127119
1397,1505,0.685847
908,2548,-0.0641525
891,1320,0.201504
3474,3856,0.108201
2145,2884,0.154847
2993,3710,0.0434537
3310,3740,-0.120266
688,3591,0.112922
1922,3482,-0.17801
352,4010,-0.525862
456,3705,-0.337648
1132,1539,0.0373862
16,677,0.201762
1569,3441,0.183217
1251,3547,-0.116527
3370,3973,-0.154899
1483,2782,0.223553
1240,2298,-0.243535
1815,3971,-0.0650365
1261,2291,-0.145586
1763,3143,-0.203017
3001,3232,0.223633
460,1445,0.0373328
1112,2653,0.40286
3110,3558,-0.122618
710,2290,-0.21483
2038,3630,-0.10354
627,4008,-0.0728585
1580,2165,0.0880077
1198,2327,-0.149425
1076,2233,-0.196003
3668,3803,-0.073483
2117,3062,-0.0303458
2783,3458,0.0218845
874,2118,-0.0595433
1230,2855,0.317652
1463,3932,0.11432
1030,1836,0.265508
1554,3710,-0.112872
1412,2248,0.144712
374,2359,-0.245366
2684,3893,-0.195468
705,1344,0.141567
2969,3602,-0.300888
2511,2707,-0.121453
635,2785,-0.416173
2551,2687,0.0451093
74,967,0.11464
1944,2453,0.248501
747,3978,0.325485
1806,3217,0.0709957
1076,1525,0.00883916
208,1776,-0.100854
1632,2639,-0.108347
2168,3593,0.336815
474,3949,0.0420688
3686,3997,-0.0253637
1125,2930,-0.323364
873,2208,0.130839
912,2743,-0.166426
534,3051,0.298112
1713,2501,0.0298599
1467,1520,-0.122338
231,1081,0.297075
1870,2279,-0.0473869
3043,3630,0.352633
2041,2333,0.377041
2849,3871,-0.799601
1596,1960,0.132696
2417,3774,-0.0637211
2214,2901,-0.149583
1688,3960,0.356548
2493,3392,0.00664268
101,2542,0.0160485
1387,3561,0.35245
2440,3813,-0.0108005
2993,3750,0.0550106
3883,3978,-0.0423898
272,897,-0.0801985
363,3062,0.0776062
897,2006,0.124136
1370,3221,0.00786956
584,1256,0.24838
3249,3864,0.306137
126,1401,0.495526
2675,3991,-0.166449
1589,2461,-0.079731
1250,3631,0.144829
1763,3234,0.367961
348,2808,0.0560367
26,2248,-0.0960481
935,2831,0.352927
792,931,0.139688
2244,3702,0.0631564
2301,2917,-0.163518
2630,2930,0.303408
2833,3077,-0.597941
2778,3771,-0.170629
788,3559,0.142641
1846,3961,-0.0115842
1453,1854,0.3419
1543,2367,-0.076681
1955,3151,-0.0478699
2921,3081,0.230511
2175,3843,0.268353
524,1815,0.351426
1316,2615,-0.219932
70,2289,0.331878
2061,3447,-0.0166486
343,1673,0.327362
1089,2432,-0.458752
1677,3740,-0.00699461
274,2978,0.0443799
381,2730,0.679429
487,705,0.393912
1338,1917,0.105678
1164,4028,-0.0337329
1305,1778,0.163555
1903,3199,-0.377268
733,4080,-0.444836
2317,2769,0.25613
2062,2520,0.119212
1338,3041,0.197695
2022,2058,0.0875707
318,2473,0.339681
1805,2598,0.12656
1888,2766,-0.0991787
1198,2106,0.231813
202,3545,-0.0390446
1111,3376,-0.113795
126,3969,-0.00105219
377,3815,-0.0481762
60,3821,0.54579
1305,2372,0.117179
363,697,-0.1535
578,825,0.054684
878,3466,0.0699632
2279,3686,0.244387
613,3488,0.00825129
2571,3144,0.273507
555,2227,-0.252932
1248,3528,-0.117203
2645,4055,-0.0410749
1734,3135,0.171245
1947,3515,0.244918
832,855,0.205356
1613,3199,0.214447
3580,3624,-0.186259
650,3867,-0.29153
657,2430,-0.397304
1773,2403,0.175536
1569,3221,0.456256
80,640,-0.0796379
3269,4059,-0.200574
693,3096,-0.381829
1874,3090,0.0308357
2969,3131,-0.0481173
1755,2953,0.0272182
1528,2676,0.208243
9,1400,0.169651
767,1547,0.108634
728,1116,-0.094026
1018,3374,-0.0166866
182,684,-0.300077
2795,3407,0.0440641
331,3798,0.0158501
2440,3563,0.0589819
659,3675,0.245529
1417,2905,-0.264585
1230,2193,-0.511733
693,1491,0.352104
1921,2207,0.249088
375,1973,0.280939
947,2483,-0.0674956
2106,2820,-0.180404
2359,3364,0.275257
3952,4023,0.230204
1172,2852,-0.0740296
3032,3471,0.285882
1527,2861,-0.259256
3227,3828,0.429765
1552,2181,0.192984
2903,2917,0.0703261
375,1527,-0.29381
1337,2634,0.382427
1354,4044,-0.0167312
3324,3820,-0.0397219
609,996,-0.0474565
1097,3333,0.0173575
3273,3803,-0.178227
2941,3415,-0.00896829
272,2629,0.144362
450,2734,0.555079
1172,2543,0.12972
388,1276,-0.154132
860,1580,0.155833
383,1207,0.145668
647,721,0.0929554
1447,3048,-0.40875
486,3772,0.140545
2246,2930,0.140425
1526,3971,-0.200835
1687,2203,-0.380504
3024,3473,-0.0854261
471,3360,-0.113349
2775,3566,0.0440272
1501,3896,-0.0535758
1713,2479,0.160415
655,3116,0.169536
3763,3909,0.00512711
2443,3144,0.257223
611,3724,0.0569908
2601,2890,0.0677671
585,1095,0.0853755
1065,2078,-0.161276
478,3769,-0.232779
660,1354,0.214584
1179,1941,-0.491605
1883,2574,0.116307
3357,3774,-0.40502
1386,2005,0.375303
23,870,-0.187973
2075,2902,0.536645
462,644,0.0237907
687,3336,0.206393
1502,2145,0.128157
2661,2920,-0.26146
2208,3264,0.503213
2140,3094,0.0661849
1632,3543,-0.0936773
1673,1752,-0.312079
1835,2825,0.0245257
2100,3846,-0.0763909
586,1950,0.101918
266,971,0.454574
2696,3859,-0.0865988
85,3474,0.548652
784,3632,-0.0293016
1078,3130,0.128959
89,536,-0.518648
1002,2671,0.0656586
802,3286,0.0142281
2444,3296,-0.179156
1064,1587,-0.122996
592,1054,-0.17699
1920,2322,0.12779
2698,3752,0.138267
2141,3544,-0.0312077
2548,2675,-0.126434
2246,2622,0.290407
373,3764,0.026191
2760,2795,0.0981901
375,3726,0.0317022
967,3180,-0.238091
2488,3418,0.0111081
1422,1582,0.0564562
2480,2984,-0.0183298
116,2826,0.689119
1820,3453,0.356058
2517,3147,-0.0749372
778,3656,-0.40043
1725,4077,-0.422319
333,875,-0.106169
893,1308,-0.0290833
1099,2752,0.406109
88,3908,-0.26315
949,2713,-0.0470486
1339,2889,-0.0298385
276,2309,-0.0045245
1807,1956,-0.158948
383,1690,-0.0653653
853,2859,-0.516296
747,1429,-0.0698879
2914,3500,-0.342108
1350,2210,-0.105664
3211,3360,0.0471951
3666,4064,0.236193
1744,2662,0.195801
583,1933,-0.113962
3304,3629,0.196718
474,3317,-0.117098
731,3357,-0.0893236
735,2145,0.626229
169,2044,-0.173261
2733,3614,0.0901353
1351,1384,0.216177
2396,2963,0.0211584
1032,2280,-0.0302685
3031,3523,0.293149
2454,3548,0.35818
594,3343,-0.179474
1219,3726,0.0491602
1079,1249,-0.0593905
1068,2904,0.048545
2760,3951,0.0721683
966,1807,-0.0290336
2270,3995,0.487754
310,2775,0.595901
458,2423,0.147476
1649,2331,0.0936889
169,1485,-0.199765
1013,3063,-0.226599
422,2658,0.212831
446,1243,-0.195685
900,3888,-0.0918954
505,2964,-0.0565512
1213,3892,0.276649
894,3787,0.122898
1554,2876,0.674904
2106,2786,-0.20267
489,2423,0.131348
2797,2851,0.179545
3657,3860,-0.12352
970,2913,-0.225542
3534,3882,0.147623
1664,4006,-0.246099
1456,1617,-0.0331271
1887,3446,0.0383396
238,1613,0.239445
3693,3820,-0.284005
298,1235,-0.218134
1604,3576,-0.269331
2275,3216,-0.0716747
1018,3198,-0.389107
1428,2511,-0.326492
1899,2743,-0.0467761
2096,2294,0.0484084
1233,2903,-0.0875923
2847,3185,0.199819
4,270,-0.212396
298,340,-0.436576
1925,3662,0.183276
3744,3938,0.353687
1382,2739,-0.135656
185,3167,-0.0444508
2417,4048,-0.160484
1577,1609,-0.113482
777,942,0.176932
1755,4029,-0.024286
753,3133,0.238096
2137,3403,-0.341584
970,1590,-0.100357
1215,2954,0.110801
1043,1274,0.094686
1276,3756,0.180344
2524,3133,0.0733015
2804,2998,-0.28025
439,1370,0.594438
2700,3517,0.130914
2079,3629,-0.499864
1307,3014,-0.107922
139,1736,0.211221
130,627,0.249227
323,2425,0.048384
3500,3993,-0.234842
1935,4086,-0.249538
44,2786,0.546085
413,2392,-0.244043
548,3507,0.0787865
1819,1869,0.381289
1911,2482,-0.212479
1,1930,-0.11379
1741,4074,0.0283602
714,2660,-0.259775
442,1973,0.175606
1117,2017,0.26858
553,1603,-0.0900282
999,3962,-0.217421
300,3089,-0.0699197
1395,2937,0.250469
904,3482,-0.218869
262,2083,-0.541057
1440,2399,0.252503
582,1620,0.112167
148,2760,0.325477
1572,3774,0.430474
3485,3528,-0.12964
1135,3372,-0.18811
842,4063,-0.325913
1754,2565,0.344901
292,4062,0.359949
309,3664,-0.227817
2,3170,-0.0800975
757,1200,-0.0299343
2025,3423,-0.0612275
245,1784,-0.120342
446,1878,-0.333561
2991,3713,-0.399593
807,2630,-0.579633
2305,3584,-0.272729
1840,3167,-0.169846
23,594,0.128818
19,3506,-0.422443
1307,2541,-0.00041207
400,3374,0.0827202
1708,2493,-0.0455969
442,2858,-0.00193296
2031,3307,-0.16837
214,2982,0.312002
818,4079,0.404339
1498,2713,-0.168281
285,2884,-0.194412
333,3905,-0.321335
339,2851,0.182045
1172,2136,-0.3471
1424,1554,0.0960048
1105,1198,-0.223138
466,1676,-0.17781
1496,2284,-0.076943
447,499,-0.0872733
491,1715,-0.439843
207,3226,0.248761
2380,3545,0.428808
2676,3591,0.185346
20,3912,-0.094112
3211,3547,-0.0292203
577,3399,-0.248067
1814,3205,-0.547925
1352,1823,0.177914
756,3117,-0.424728
3542,3991,0.157312
527,4039,0.317981
1649,3738,-0.030184
3302,3922,-0.0878033
1825,3795,-0.0046032
773,2351,0.293811
276,3798,0.170657
327,2604,0.0207561
477,1634,-0.0847541
407,2447,-0.0645178
2933,3615,-0.0681317
1502,2129,0.0925335
1353,1408,0.217927
1754,2739,-0.0222878
1179,3063,0.0190266
476,2868,-0.393539
896,3952,0.272963
1012,1131,-0.0562612
271,494,0.0871569
2588,3742,-0.427709
3083,3797,0.0580314
3068,3289,-0.0254556
3171,3863,0.107414
1047,1626,0.10209
74,3970,0.196435
1116,3779,0.0306884
727,2557,0.0577722
2294,2471,0.443581
3161,3882,-0.0487968
2238,2847,-0.0806897
664,3048,0.117545
1546,3249,-0.204794
1091,1370,0.427647
155,1350,-0.106975
862,938,-0.0290366
2140,3949,0.104487
1511,2993,0.312161
372,3860,-0.101056
870,3889,0.678166
2169,2993,0.409988
3879,3971,-0.217899
2994,3275,0.00961884
214,2812,-0.0127087
2361,2590,0.176655
30,1973,0.114703
1396,2895,-0.385598
1189,3353,-0.180371
442,1607,0.279125
1516,3700,-0.226409
2718,3485,0.140448
1701,3375,0.398839
1414,2737,0.173419
2517,2980,-0.168518
610,1080,0.0133725
1998,2585,0.241521
226,300,0.0370446
44,1626,0.033436
2906,3411,0.0912775
204,1182,-0.218315
36,3538,0.0623731
947,2311,0.129771
770,2542,0.132546
110,2766,0.20865
173,2693,-0.300479
1578,2401,-0.231597
2214,2777,-0.0570541
1054,2296,0.235718
3551,3604,-0.00629296
2177,3427,0.212692
1670,3160,-0.290208
1602,2655,-0.652761
262,2855,-0.299222
2436,3463,0.11881
2445,3342,0.0273957
3302,3873,0.118698
530,2173,0.16821
1014,3985,0.224281
270,3876,0.315716
1156,2304,-0.000725003
249,2966,-0.0706291
2248,2267,0.160558
718,3639,0.232447
539,3385,-0.259693
2434,2541,-0.0634638
1232,2603,0.0914394
1542,3063,0.438353
2895,3214,-0.163042
3724,4081,0.202431
194,3603,-0.352293
1157,3889,0.0759802
1802,3992,0.473119
860,2636,0.15059
164,1411,0.210001
880,2996,-0.231795
1783,2776,-0.1064
380,931,-0.0665618
1894,3598,0.185321
3241,3911,-0.220365
3190,3515,-0.519836
156,1371,-0.000582134
618,2675,-0.326029
396,680,-0.0494331
32,3708,-0.016148
468,3819,0.329555
29,3238,0.23986
576,3550,-0.235656
2148,4007,0.0712178
1325,2962,0.170756
2328,3149,0.251576
2288,3380,-0.381536
936,3345,-0.151218
585,1667,-0.183485
1441,1838,0.438228
422,1351,0.159105
971,2428,0.336313
389,2219,-0.203154
80,1498,-0.386277
1264,4000,-0.397951
1754,1887,0.0516985
988,1690,0.147937
2333,3171,0.0896873
186,440,-0.0519387
949,2309,-0.174253
2788,3171,-0.140663
3529,3583,0.00796537
242,2976,-0.0929989
2147,2332,-0.0483346
1903,3593,0.110702
2245,2784,-0.550731
1392,1794,-0.145106
157,488,-0.030336
2169,3150,0.206027
2706,3936,0.0439417
585,2669,0.0246791
1424,4042,0.00795629
546,2091,-0.133294
922,4085,0.134746
336,2842,-0.0547925
2768,3531,-0.149711
378,3800,0.508173
815,2010,0.133988
2231,3613,0.11785
5,3934,0.547869
124,3173,0.0265786
30,2848,-0.186035
880,3730,-0.179265
130,3632,0.155857
2003,3168,-0.274044
1408,1763,-0.0268571
1498,1730,0.088794
518,3874,-0.257364
630,987,-0.415588
98,2553,-0.176271
2583,2617,0.496702
1693,2167,0.417522
801,2660,-0.0453845
1212,2843,0.229883
897,3465,0.0585668
1678,2599,0.151578
1203,2617,0.233305
985,2176,0.405058
245,2760,0.11245
2748,2867,0.246518
1445,3072,0.159199
396,852,-0.0180814
2184,4074,-0.209421
150,1302,0.057202
633,3873,0.186735
796,3576,-0.167525
2277,3886,0.0932065
130,458,0.445809
1596,1683,-0.0577623
208,3255,0.0615221
1964,3530,0.244644
1037,2557,-0.317014
1160,3611,-0.107144
1233,4064,-0.267492
275,3899,0.0631094
2585,2727,0.493586
1912,3964,-0.206385
19,4018,-0.200945
1427,4063,-0.0316276
709,1416,0.386008
1077,2031,0.149629
2684,3766,0.0186787
1131,1554,0.339936
3419,3724,0.0170218
874,2376,-0.444683
1959,3670,-0.128832
1425,3043,-0.118437
2963,4013,-0.165044
2129,2354,-0.0676196
688,4030,0.469675
2520,2895,-0.00091567
886,2801,0.319714
522,1933,-0.0466397
15,4042,-0.0393537
1639,1940,-0.0275829
66,3293,-0.120565
836,1301,-0.069254
2477,3175,-0.0115527
1322,3597,0.113043
3780,4049,-0.0429056
24,1093,0.542751
1264,2053,0.0445798
3,1012,0.124242
1464,3886,-0.0714833
341,366,-0.0495759
726,2698,-0.00311085
2375,3329,0.0974034
859,3758,0.243602
1694,2508,0.0820227
2122,3934,-0.193823
172,2178,0.152304
489,1895,-0.0965093
1028,3180,0.138531
297,772,-0.178898
122,3732,-0.429013
831,1838,0.176639
2306,2632,-0.292548
1655,4068,-0.436151
1443,4026,0.396895
1925,2994,-0.0602942
272,793,-0.0867997
2836,4084,0.0559411
310,3382,-0.0853746
2207,3057,-0.333455
448,2797,-0.233854
3832,3963,-0.571831
1561,3479,-0.454771
233,808,-0.0772125
2715,3289,0.0841449
181,1064,-0.246731
1786,3366,-0.181532
439,2270,0.22273
852,2481,-0.0367748
1077,1963,0.0889161
942,3202,0.0748423
1181,2113,-0.0697521
1231,3624,0.0394733
1193,3903,-0.152729
1889,2866,-0.135713
988,1266,0.258292
840,1421,0.208565
233,3250,0.0212066
716,2508,0.233529
460,2698,-0.0761955
2875,3938,0.0591699
361,3801,0.0899217
540,2904,0.292758
348,3772,0.514754
578,1088,0.134822
1874,3005,0.0685573
1968,2547,0.0872155
1176,2894,0.113565
1619,3586,-0.354566
400,1427,0.0677179
2429,2864,0.0466992
1384,2697,0.421043
739,1858,0.424261
1887,3813,0.199703
1151,2083,-0.295524
1956,2522,-0.041151
958,2671,0.367699
397,3387,0.0664549
289,732,0.210485
547,3999,0.12964
1131,2754,0.00387927
3113,3929,-0.215104
111,4069,0.00444677
769,2834,0.658293
1234,1839,0.0728576
512,3060,0.00711762
292,3736,0.280882
897,1723,0.335625
1372,1806,0.32146
1570,2670,-0.0319658
2265,3241,-0.30045
140,611,0.0716231
1104,1693,-0.376109
939,3777,0.561842
612,3665,-0.0487995
85,1130,0.0758963
1610,2445,-0.0101605
1888,3804,0.203179
2611,3958,0.285719
2551,3187,-0.343213
901,1648,0.161608
307,2653,0.0393455
1947,1963,0.308755
331,3410,-0.143795
476,3114,-0.638371
402,3580,-0.389411
30,3551,0.168735
180,580,0.0049483
793,2444,-0.00643933
439,3502,0.21154
696,1207,0.0526459
1441,2560,-0.185851
3597,3984,0.636107
271,3798,0.218433
2851,3264,0.0814782
2891,3656,-0.16755
935,1083,0.300232
235,1903,0.376692
57,527,0.103408
188,2695,0.128639
694,2168,-0.16041
1830,3018,-0.237921
431,2554,-0.0118797
294,2013,0.156452
1250,2713,-0.0224138
405,3909,-0.246898
119,3791,0.108626
1942,2227,0.0697972
143,926,-0.476545
591,2968,0.0473858
2767,3992,-0.0948913
1778,3135,0.20061
1563,2147,0.072858
2147,2648,0.139813
81,1631,-0.0221541
1496,3075,-0.506718
1735,3353,0.146559
610,1167,0.0155004
1363,2438,-0.321241
766,2844,-0.253621
660,3863,0.196296
1002,2070,-0.0505097
1028,3018,0.163911
1848,2846,0.251199
513,3096,-0.234607
97,1111,0.295616
3354,3749,0.0427084
3315,3411,-0.133858
888,1342,0.153371
1087,2916,-0.313245
2166,3686,0.00833952
1651,3698,0.595913
2562,3027,0.340229
2038,3043,-0.251711
177,3900,0.124474
279,3210,0.0879743
1027,3870,0.147907
1498,1942,0.00231702
1692,2449,0.0294192
2343,3899,0.188662
899,1646,-0.23051
3610,4047,0.000470892
2493,4047,0.0629351
51,175,-0.168426
1495,3642,-0.0404489
1386,2582,0.173029
2043,2976,0.153421
2500,3512,-0.0346292
2075,3692,0.182874
1313,1778,0.454221
2698,2993,0.187956
2186,3951,0.184087
1210,1768,-0.133111
1526,2564,0.0103737
980,1361,-0.167827
635,1979,-0.0494348
72,1786,-0.260869
1198,1826,0.501179
3034,3824,-0.0563662
780,3070,0.0719183
80,4066,-0.0504469
1032,3519,0.154254
166,2779,-0.0509951
2003,3523,0.0138682
2372,2895,-0.071834
1380,1791,0.168283
2868,3632,0.108787
835,1047,-0.0695188
554,2003,-0.0751616
325,2977,-0.0940816
896,4086,0.0555115
870,886,0.0828817
964,3755,0.0583219
2409,4028,-0.298737
158,2341,0.0917127
781,2464,-0.121475
2782,3611,0.066677
1526,1899,-0.0664575
1370,3493,0.235401
612,772,0.112151
620,1049,0.0896231
852,2441,0.134913
2972,3502,-0.294044
1193,3666,-0.0824236
1385,2322,0.164537
2962,3136,0.201585
78,3730,0.133687
1353,2571,0.0660747
2714,3838,-0.0630286
2679,3084,-0.00581325
489,1699,0.618572
2673,3134,-0.058938
662,959,0.0209221
2124,3387,0.195995
2480,3506,-0.253457
1154,1547,0.153878
618,1229,-0.00849108
2115,3317,0.244475
104,3441,0.0534021
288,3517,-0.0752073
158,2820,-0.103704
835,2772,0.197474
3090,3239,0.11495
780,3900,0.0467507
53,3640,-0.27993
2348,4041,-0.315579
2033,2469,-0.303204
1,3612,0.0133777
1250,2451,-0.309159
3269,3453,-0.468418
712,3465,0.455632
437,3280,0.117088
1294,1886,0.619587
627,3517,0.192768
1219,1802,0.181667
171,464,0.549346
57,273,-0.214585
509,3475,-0.23294
2900,3703,0.0356951
487,1429,0.369118
367,2240,0.3874
