u,v,curv
1049,3347,30.0
1049,3626,26.0
1050,1163,63.0
1050,1414,47.0
1050,1629,57.0
1050,2066,66.0
1050,2122,64.0
1050,2143,46.0
1050,2186,64.0
1050,2334,64.0
1050,2738,57.0
1050,2760,60.0
1050,2848,56.0
1050,2963,61.0
1050,3101,52.0
1050,3133,60.0
1050,3183,59.0
1050,3351,46.0
1050,3520,46.0
1050,3589,52.0
1050,3821,60.0
1050,4004,62.0
1051,1179,59.0
1051,1443,58.0
1051,1504,61.0
1051,1648,61.0
1051,1699,59.0
1051,1895,66.0
1051,1941,68.0
1051,2018,64.0
1051,2045,56.0
1051,2072,55.0
1051,2075,66.0
1051,2336,67.0
1051,2390,57.0
1051,2423,63.0
1051,3146,58.0
1051,3274,60.0
1051,3407,55.0
1051,3842,63.0
1052,1109,47.0
1052,1220,33.0
1052,1304,38.0
1052,1347,44.0
1052,1486,51.0
1052,1574,38.0
1052,1809,39.0
1052,1822,33.0
1052,1836,49.0
1052,2053,39.0
1052,2619,29.0
1052,2758,40.0
1052,3302,47.0
1052,3396,49.0
1052,3707,35.0
1052,3819,36.0
1052,3904,38.0
1052,4016,46.0
1053,1237,14.0
1053,1552,24.0
1053,1965,25.0
1053,3380,12.0
1053,3790,12.0
1053,3975,9.0
1054,1137,43.0
1054,1164,61.0
1054,1212,44.0
1054,1815,43.0
1054,1912,47.0
1054,2296,51.0
1054,2502,47.0
1054,2564,51.0
1054,2776,43.0
1054,2778,47.0
1054,2843,42.0
1054,3084,54.0
1054,3230,42.0
1054,3326,44.0
1054,3579,44.0
1054,3644,55.0
1054,3782,47.0
1054,3794,59.0
1054,3801,45.0
1054,3971,55.0
1054,4028,48.0
1055,1084,26.0
1055,1326,33.0
1055,1701,25.0
1055,1710,25.0
1055,1937,37.0
1055,2151,34.0
1055,2296,40.0
1055,2384,30.0
1055,2387,32.0
1055,2514,38.0
1055,2588,28.0
1055,3128,40.0
1055,3375,23.0
1055,3629,26.0
1056,1185,13.0
1056,1513,15.0
1056,1755,20.0
1056,1926,23.0
1056,2199,14.0
1056,2953,17.0
1058,1065,11.0
1058,2223,12.0
1058,2651,10.0
1058,2833,15.0
1059,1277,8.0
1059,1356,13.0
1059,1581,8.0
1059,1719,15.0
1059,3056,16.0
1059,3998,13.0
1060,1559,21.0
1060,1634,21.0
1060,1781,26.0
1060,1782,23.0
1060,1933,19.0
1060,3151,26.0
1060,3650,23.0
1061,1068,53.0
1061,1132,81.0
1061,1249,63.0
1061,1590,77.0
1061,1632,79.0
1061,1786,75.0
1061,1805,80.0
1061,2092,61.0
1061,2273,80.0
1061,2540,64.0
1061,2547,66.0
1061,2598,70.0
1061,2612,70.0
1061,2755,45.0
1061,2759,72.0
1061,2941,86.0
1061,3301,69.0
1061,3313,73.0
1061,3583,71.0
1061,3636,51.0
1061,3784,77.0
1061,3882,84.0
1061,3983,49.0
1061,3999,70.0
1062,1138,17.0
1062,1378,25.0
1062,1744,24.0
1062,2652,20.0
1062,2777,28.0
1062,2825,15.0
1062,2962,17.0
1062,3511,21.0
1062,3897,25.0
1062,3902,27.0
1063,1360,45.0
1063,1745,44.0
1063,1837,51.0
1063,1940,56.0
1063,2014,54.0
1063,2036,39.0
1063,2070,40.0
1063,2529,43.0
1063,2565,51.0
1063,2783,58.0
1063,2883,50.0
1063,2949,53.0
1063,3104,39.0
1063,3256,41.0
1063,3532,55.0
1063,3651,40.0
1063,3959,46.0
1064,1081,82.0
1064,1196,81.0
1064,1213,77.0
1064,1419,74.0
1064,1468,78.0
1064,1474,95.0
1064,1523,83.0
1064,1541,71.0
1064,1607,84.0
1064,1667,81.0
1064,1754,72.0
1064,1972,84.0
1064,2014,72.0
1064,2025,94.0
1064,2035,84.0
1064,2145,93.0
1064,2238,75.0
1064,2309,85.0
1064,2520,80.0
1064,2713,74.0
1064,2765,86.0
1064,2783,76.0
1064,2884,77.0
1064,3009,80.0
1064,3295,70.0
1064,3350,83.0
1064,3376,78.0
1064,3522,80.0
1064,3525,82.0
1064,3657,68.0
1064,3726,80.0
1064,3750,85.0
1064,3816,74.0
1064,3860,85.0
1064,4039,92.0
1065,1664,22.0
1065,2750,21.0
1065,2804,22.0
1065,2833,20.0
1065,3680,22.0
1065,3907,23.0
1066,1088,28.0
1066,1113,30.0
1066,1673,38.0
1066,1794,30.0
1066,1842,26.0
1066,1906,38.0
1066,1989,33.0
1066,2108,31.0
1066,2163,38.0
1066,2213,30.0
1066,2356,30.0
1066,2463,29.0
1066,2602,32.0
1067,1160,41.0
1067,1293,33.0
1067,1811,35.0
1067,1820,49.0
1067,1840,26.0
1067,2307,39.0
1067,2424,33.0
1067,2767,34.0
1067,2845,32.0
1067,3345,38.0
1067,3453,38.0
1067,3558,35.0
1067,3604,45.0
1067,4059,29.0
1068,1249,54.0
1068,1590,68.0
1068,2092,52.0
1068,2540,55.0
1068,2547,57.0
1068,2598,61.0
1068,2755,36.0
1068,3096,41.0
1068,3148,36.0
1068,3301,60.0
1068,3313,64.0
1068,3636,42.0
1068,3723,43.0
1068,3784,68.0
1068,3983,40.0
1068,3999,61.0
1068,4055,38.0
1068,4081,41.0
1069,1164,71.0
1069,1189,75.0
1069,1272,72.0
1069,1465,70.0
1069,1666,72.0
1069,1793,65.0
1069,2059,83.0
1069,2131,71.0
1069,2151,55.0
1069,2296,61.0
1069,2328,71.0
1069,2341,62.0
1069,2401,69.0
1069,2514,59.0
1069,2592,69.0
1069,2594,60.0
1069,2834,71.0
1069,3040,71.0
1069,3128,61.0
1069,3149,71.0
1069,3218,72.0
1069,3393,64.0
1069,3508,74.0
1069,3794,69.0
1069,3838,74.0
1069,3946,77.0
1069,3971,65.0
1069,3979,73.0
1069,4010,58.0
1069,4085,72.0
1070,1436,58.0
1070,1443,55.0
1070,1461,52.0
1070,1603,52.0
1070,1699,56.0
1070,1848,47.0
1070,2072,52.0
1070,2257,52.0
1070,2349,51.0
1070,2423,60.0
1070,2846,50.0
1070,2964,51.0
1070,3119,48.0
1070,3146,55.0
1070,3241,43.0
1070,3262,47.0
1070,3407,52.0
1070,3490,46.0
1070,4026,50.0
1071,1258,14.0
1071,1882,17.0
1071,2153,15.0
1071,2523,15.0
1071,4015,19.0
1072,1647,76.0
1072,1690,72.0
1072,1723,54.0
1072,1749,73.0
1072,1805,79.0
1072,1968,73.0
1072,1974,60.0
1072,2020,42.0
1072,2115,81.0
1072,2286,49.0
1072,2582,72.0
1072,2756,68.0
1072,2759,71.0
1072,3193,57.0
1072,3229,43.0
1072,3313,72.0
1072,3389,65.0
1072,3698,72.0
1072,3765,46.0
1072,3792,70.0
1074,3679,17.0
1074,3811,12.0
1074,4072,15.0
1074,4088,9.0
1075,1078,92.0
1075,1207,90.0
1075,1236,83.0
1075,1266,97.0
1075,1283,83.0
1075,1317,97.0
1075,1386,87.0
1075,1453,99.0
1075,2005,87.0
1075,2029,89.0
1075,2140,87.0
1075,2331,92.0
1075,2337,106.0
1075,2542,94.0
1075,2568,90.0
1075,2639,83.0
1075,2657,97.0
1075,2695,89.0
1075,2775,84.0
1075,2786,83.0
1075,2917,90.0
1075,2927,88.0
1075,3094,99.0
1075,3211,89.0
1075,3305,86.0
1075,3360,105.0
1075,3534,90.0
1075,3543,92.0
1075,3624,89.0
1075,3880,96.0
1075,3970,93.0
1076,1255,33.0
1076,1442,31.0
1076,1661,37.0
1076,2242,37.0
1076,2276,26.0
1076,2549,43.0
1076,2643,40.0
1076,2869,33.0
1076,2970,42.0
1076,3708,35.0
1076,3711,41.0
1076,3778,41.0
1076,3939,46.0
1077,1372,77.0
1077,1420,69.0
1077,1456,76.0
1077,1620,81.0
1077,1715,70.0
1077,1806,91.0
1077,1875,75.0
1077,1957,68.0
1077,2051,80.0
1077,2088,74.0
1077,2206,69.0
1077,2241,74.0
1077,2323,71.0
1077,2340,77.0
1077,2441,82.0
1077,2480,78.0
1077,2615,72.0
1077,2871,69.0
1077,2951,76.0
1077,3159,87.0
1077,3282,74.0
1077,3392,70.0
1077,3441,79.0
1077,3547,78.0
1077,3565,73.0
1077,3666,76.0
1077,3678,78.0
1077,3767,69.0
1077,4064,78.0
1078,1091,86.0
1078,1283,83.0
1078,1317,97.0
1078,1370,92.0
1078,1375,86.0
1078,1386,87.0
1078,1437,89.0
1078,1562,89.0
1078,1573,90.0
1078,1625,85.0
1078,1626,87.0
1078,1679,96.0
1078,1829,95.0
1078,2331,92.0
1078,2775,84.0
1078,2786,83.0
1078,2787,84.0
1078,2885,88.0
1078,2903,96.0
1078,2927,88.0
1078,3093,87.0
1078,3211,89.0
1078,3305,86.0
1078,3488,87.0
1078,3493,92.0
1078,3502,88.0
1078,3543,92.0
1078,3624,89.0
1078,3880,96.0
1078,3966,82.0
1078,3970,93.0
1078,4009,97.0
1078,4066,86.0
1079,1174,79.0
1079,1385,73.0
1079,1488,83.0
1079,1491,64.0
1079,1659,68.0
1079,1741,66.0
1079,1759,90.0
1079,2038,60.0
1079,2141,93.0
1079,2176,83.0
1079,2216,70.0
1079,2224,65.0
1079,2379,74.0
1079,2485,72.0
1079,2603,82.0
1079,2696,67.0
1079,2706,86.0
1079,2716,87.0
1079,2717,74.0
1079,2761,72.0
1079,2790,76.0
1079,2882,74.0
1079,3031,86.0
1079,3238,90.0
1079,3265,84.0
1079,3505,65.0
1079,3630,76.0
1079,3764,71.0
1079,3865,61.0
1079,4002,66.0
1079,4074,68.0
1080,1203,35.0
1080,1229,45.0
1080,1361,35.0
1080,1438,29.0
1080,1734,33.0
1080,1959,42.0
1080,2202,42.0
1080,2675,33.0
1080,2908,43.0
1080,3135,43.0
1080,3477,46.0
1080,3542,29.0
1080,3639,46.0
1080,3885,31.0
1080,4035,35.0
1081,1196,81.0
1081,1468,78.0
1081,1495,73.0
1081,1523,83.0
1081,1541,71.0
1081,1607,84.0
1081,1667,81.0
1081,1754,72.0
1081,1864,74.0
1081,1972,84.0
1081,1987,74.0
1081,2014,72.0
1081,2025,94.0
1081,2035,84.0
1081,2145,93.0
1081,2309,85.0
1081,2426,80.0
1081,2520,80.0
1081,2565,69.0
1081,2671,70.0
1081,2765,86.0
1081,2783,76.0
1081,2949,71.0
1081,3066,87.0
1081,3350,83.0
1081,3376,78.0
1081,3522,80.0
1081,3525,82.0
1081,3667,75.0
1081,3726,80.0
1081,3750,85.0
1081,3816,74.0
1081,4086,76.0
1082,1493,34.0
1082,1658,29.0
1082,1726,32.0
1082,1986,37.0
1082,2269,36.0
1082,2276,23.0
1082,2549,40.0
1082,2643,37.0
1082,2794,24.0
1082,2947,38.0
1082,3036,37.0
1082,3079,39.0
1082,3370,38.0
1082,3711,38.0
1082,3866,23.0
1083,1097,68.0
1083,1149,63.0
1083,1184,90.0
1083,1500,64.0
1083,1563,73.0
1083,1610,66.0
1083,1654,80.0
1083,1704,71.0
1083,1772,72.0
1083,1817,73.0
1083,1903,69.0
1083,2041,84.0
1083,2333,80.0
1083,2837,77.0
1083,3083,69.0
1083,3324,80.0
1083,3333,73.0
1083,3440,64.0
1083,3457,76.0
1083,3633,73.0
1083,3659,72.0
1083,3797,57.0
1083,3827,69.0
1083,3839,75.0
1083,3884,77.0
1083,3938,77.0
1083,3985,61.0
1084,1096,32.0
1084,1245,28.0
1084,1564,26.0
1084,1710,23.0
1084,2032,24.0
1084,2151,32.0
1084,2384,28.0
1084,2501,34.0
1084,2588,26.0
1084,2839,30.0
1085,1179,60.0
1085,1300,59.0
1085,1381,63.0
1085,1504,62.0
1085,1542,66.0
1085,1700,77.0
1085,2016,61.0
1085,2160,68.0
1085,2265,61.0
1085,2454,57.0
1085,2499,67.0
1085,2569,61.0
1085,2654,60.0
1085,2700,68.0
1085,2715,62.0
1085,2943,79.0
1085,3063,67.0
1085,3084,60.0
1085,3517,64.0
1085,3548,63.0
1085,3632,64.0
1085,3809,62.0
1085,3815,60.0
1085,3879,56.0
1085,4060,59.0
1086,2998,7.0
1087,1091,79.0
1087,1207,83.0
1087,1231,80.0
1087,1232,79.0
1087,1283,76.0
1087,1370,85.0
1087,1375,79.0
1087,1424,77.0
1087,1562,82.0
1087,1625,78.0
1087,1626,80.0
1087,1679,89.0
1087,1818,75.0
1087,1942,78.0
1087,2005,80.0
1087,2126,88.0
1087,2166,75.0
1087,2568,83.0
1087,2639,76.0
1087,2838,79.0
1087,2867,77.0
1087,2876,77.0
1087,2885,81.0
1087,2927,81.0
1087,2967,74.0
1087,3419,74.0
1087,3534,83.0
1087,3543,85.0
1087,3966,75.0
1087,4009,90.0
1088,1292,19.0
1088,1673,32.0
1088,1681,26.0
1088,1752,23.0
1088,1798,20.0
1088,1989,27.0
1088,2463,23.0
1089,2819,9.0
1089,2960,17.0
1089,2968,13.0
1089,3607,10.0
1089,3810,14.0
1089,3918,20.0
1090,1195,10.0
1090,1329,10.0
1090,1475,9.0
1090,2465,9.0
1090,3276,7.0
1091,1192,88.0
1091,1231,81.0
1091,1271,81.0
1091,1283,77.0
1091,1307,85.0
1091,1370,86.0
1091,1375,80.0
1091,1424,78.0
1091,1477,77.0
1091,1573,84.0
1091,1625,79.0
1091,1626,81.0
1091,1679,90.0
1091,1807,90.0
1091,2126,89.0
1091,2212,91.0
1091,2270,80.0
1091,2350,78.0
1091,2359,93.0
1091,2775,78.0
1091,2786,77.0
1091,2927,82.0
1091,2996,84.0
1091,3382,86.0
1091,3398,73.0
1091,3488,81.0
1091,3888,81.0
1091,3966,76.0
1091,4009,91.0
1092,1264,25.0
1092,1681,26.0
1092,2202,36.0
1092,2619,17.0
1092,3359,21.0
1092,3447,20.0
1092,3568,20.0
1092,3885,25.0
1093,1198,57.0
1093,1557,56.0
1093,1558,70.0
1093,1646,58.0
1093,1692,49.0
1093,1826,62.0
1093,1899,58.0
1093,1920,76.0
1093,2106,71.0
1093,2443,73.0
1093,2460,61.0
1093,2604,74.0
1093,2826,56.0
1093,2910,56.0
1093,3170,51.0
1093,3232,54.0
1093,3377,64.0
1093,3501,69.0
1093,3612,53.0
1093,3891,52.0
1093,4076,66.0
1095,1129,73.0
1095,1167,65.0
1095,1229,63.0
1095,1305,64.0
1095,1313,64.0
1095,1399,63.0
1095,1615,68.0
1095,1780,70.0
1095,1821,67.0
1095,1885,60.0
1095,2129,77.0
1095,2185,64.0
1095,2289,69.0
1095,2355,62.0
1095,2372,67.0
1095,2375,67.0
1095,2419,76.0
1095,2495,62.0
1095,2538,68.0
1095,2669,72.0
1095,2788,74.0
1095,3002,63.0
1095,3135,61.0
1095,3257,70.0
1095,3271,65.0
1095,3329,72.0
1095,3378,63.0
1095,3477,64.0
1096,1245,36.0
1096,1514,33.0
1096,1659,49.0
1096,2384,36.0
1096,2501,42.0
1096,2588,34.0
1096,2603,63.0
1096,2714,46.0
1096,2717,55.0
1096,2761,53.0
1096,2790,57.0
1096,3742,38.0
1096,3969,58.0
1097,1149,59.0
1097,1163,68.0
1097,1184,86.0
1097,1449,67.0
1097,1500,60.0
1097,1563,69.0
1097,1629,62.0
1097,1683,61.0
1097,1714,68.0
1097,1768,60.0
1097,1772,68.0
1097,1960,64.0
1097,2041,80.0
1097,2560,58.0
1097,2699,75.0
1097,2718,79.0
1097,2831,64.0
1097,2837,73.0
1097,3028,77.0
1097,3059,73.0
1097,3593,66.0
1097,3821,65.0
1097,3867,56.0
1097,3881,55.0
1099,1147,59.0
1099,1233,74.0
1099,1259,62.0
1099,1422,55.0
1099,1572,58.0
1099,1688,66.0
1099,2111,62.0
1099,2117,66.0
1099,2147,67.0
1099,2253,76.0
1099,2272,73.0
1099,2410,68.0
1099,2461,69.0
1099,2543,62.0
1099,2752,61.0
1099,2769,77.0
1099,2823,60.0
1099,2972,75.0
1099,2984,61.0
1099,3147,82.0
1099,3261,68.0
1099,3324,79.0
1099,3457,75.0
1099,3658,62.0
1099,3774,61.0
1099,3829,79.0
1099,3856,59.0
1099,3922,62.0
1099,3960,60.0
1099,3976,61.0
1100,1125,16.0
1100,1476,12.0
1100,2101,13.0
1100,2452,13.0
1100,3127,11.0
1100,3223,13.0
1100,3768,16.0
1101,2406,3.0
1101,2439,3.0
1102,1208,36.0
1102,1305,50.0
1102,1676,33.0
1102,1780,56.0
1102,1962,45.0
1102,2217,42.0
1102,2280,46.0
1102,2354,44.0
1102,3002,49.0
1102,3378,49.0
1102,3519,47.0
1102,3667,55.0
1102,3752,45.0
1102,3783,35.0
1102,3848,37.0
1102,3878,43.0
1103,1841,4.0
1103,2610,4.0
1104,1200,40.0
1104,1282,39.0
1104,1922,42.0
1104,2120,27.0
1104,2283,32.0
1104,2596,34.0
1104,2621,39.0
1104,2872,32.0
1104,2904,37.0
1104,3096,36.0
1104,3482,30.0
1104,3614,52.0
1104,3723,38.0
1104,3843,45.0
1105,1214,63.0
1105,1288,53.0
1105,1351,67.0
1105,1472,64.0
1105,1735,70.0
1105,1943,67.0
1105,2058,55.0
1105,2135,61.0
1105,2194,58.0
1105,2697,60.0
1105,2742,68.0
1105,2746,68.0
1105,2770,61.0
1105,3015,48.0
1105,3161,70.0
1105,3213,63.0
1105,3317,68.0
1105,3327,63.0
1105,3415,69.0
1105,3521,59.0
1105,3591,62.0
1105,3688,65.0
1105,3791,49.0
1106,1295,34.0
1106,1315,33.0
1106,1526,32.0
1106,1728,28.0
1106,1736,46.0
1106,1859,37.0
1106,2701,30.0
1106,2982,34.0
1106,3638,29.0
1106,3640,35.0
1106,3771,38.0
1106,4028,40.0
1106,4082,28.0
1108,2897,4.0
1108,3587,6.0
1109,1167,54.0
1109,1347,45.0
1109,1486,52.0
1109,1615,57.0
1109,1809,40.0
1109,1836,50.0
1109,2332,48.0
1109,2366,44.0
1109,2467,40.0
1109,2758,41.0
1109,3302,48.0
1109,3357,50.0
1109,3396,50.0
1109,3873,46.0
1109,3908,45.0
1109,4016,47.0
1109,4046,53.0
1109,4048,46.0
1110,1366,26.0
1110,2271,26.0
1110,2468,36.0
1110,2486,23.0
1110,2915,27.0
1110,2978,30.0
1110,3075,20.0
1110,3174,24.0
1110,3649,26.0
1111,1483,62.0
1111,1485,70.0
1111,1888,78.0
1111,1940,65.0
1111,1973,79.0
1111,1984,64.0
1111,2014,63.0
1111,2096,61.0
1111,2178,65.0
1111,2426,71.0
1111,2705,53.0
1111,2782,54.0
1111,2783,67.0
1111,2861,63.0
1111,3110,73.0
1111,3187,59.0
1111,3308,71.0
1111,3354,61.0
1111,3423,76.0
1111,3532,64.0
1111,3586,75.0
1111,3611,71.0
1111,3755,65.0
1111,3760,76.0
1111,4023,75.0
1111,4086,67.0
1112,1288,43.0
1112,1512,45.0
1112,1623,44.0
1112,1685,40.0
1112,2113,33.0
1112,2653,38.0
1112,2770,51.0
1112,2777,37.0
1112,3089,40.0
1112,3255,44.0
1112,3314,41.0
1112,3381,39.0
1112,3422,50.0
1112,3562,42.0
1112,3715,39.0
1112,3761,45.0
1112,3791,39.0
1113,1170,24.0
1113,1269,28.0
1113,1794,26.0
1113,1842,22.0
1113,2033,25.0
1113,2108,27.0
1113,2211,21.0
1113,2213,26.0
1113,2602,28.0
1113,3751,30.0
1114,1318,28.0
1114,1603,39.0
1114,1755,26.0
1114,1932,37.0
1114,2385,32.0
1114,2741,22.0
1114,2795,31.0
1114,2801,33.0
1114,3016,25.0
1114,3403,23.0
1114,3941,32.0
1115,1152,96.0
1115,1219,90.0
1115,1485,87.0
1115,1511,89.0
1115,1544,89.0
1115,1880,94.0
1115,1888,95.0
1115,1973,96.0
1115,2008,89.0
1115,2035,92.0
1115,2145,101.0
1115,2169,90.0
1115,2221,91.0
1115,2426,88.0
1115,2516,89.0
1115,2692,93.0
1115,2765,94.0
1115,2902,89.0
1115,2921,85.0
1115,2993,87.0
1115,3024,87.0
1115,3028,94.0
1115,3066,95.0
1115,3081,79.0
1115,3105,90.0
1115,3150,87.0
1115,3177,91.0
1115,3423,93.0
1115,3473,93.0
1115,3525,90.0
1115,3692,98.0
1115,3743,89.0
1115,3750,93.0
1115,3760,93.0
1115,3804,96.0
1115,3860,93.0
1115,3934,86.0
1115,3944,83.0
1115,4023,92.0
1115,4039,100.0
1116,1527,56.0
1116,1578,55.0
1116,1602,51.0
1116,1905,45.0
1116,1910,61.0
1116,1917,61.0
1116,1998,47.0
1116,1999,52.0
1116,2177,54.0
1116,2403,53.0
1116,2484,53.0
1116,2551,49.0
1116,2585,53.0
1116,2638,53.0
1116,2687,46.0
1116,2727,57.0
1116,2808,55.0
1116,3258,55.0
1116,3397,47.0
1116,3605,43.0
1116,3754,52.0
1116,3793,51.0
1117,1192,98.0
1117,1257,85.0
1117,1485,88.0
1117,1779,87.0
1117,1807,100.0
1117,1880,95.0
1117,2017,101.0
1117,2057,96.0
1117,2066,89.0
1117,2075,86.0
1117,2169,91.0
1117,2186,87.0
1117,2221,92.0
1117,2336,87.0
1117,2374,95.0
1117,2488,97.0
1117,2628,97.0
1117,2692,94.0
1117,2730,96.0
1117,2902,90.0
1117,3037,90.0
1117,3068,94.0
1117,3274,80.0
1117,3308,89.0
1117,3420,93.0
1117,3461,101.0
1117,3473,94.0
1117,3646,93.0
1117,3692,99.0
1117,3749,97.0
1117,3804,97.0
1117,3807,82.0
1117,3842,83.0
1117,3912,103.0
1117,3951,95.0
1117,3952,86.0
1117,4013,99.0
1117,4023,93.0
1117,4056,97.0
1118,2719,3.0
1120,3280,7.0
1122,3045,0.0
1123,1387,61.0
1123,1855,56.0
1123,1889,60.0
1123,1897,63.0
1123,1917,63.0
1123,1956,61.0
1123,2045,55.0
1123,2131,65.0
1123,2229,53.0
1123,2295,55.0
1123,2328,65.0
1123,2977,58.0
1123,3040,65.0
1123,3149,65.0
1123,3235,65.0
1123,3340,70.0
1123,3393,58.0
1123,3561,61.0
1123,3572,61.0
1123,3576,62.0
1123,3905,58.0
1124,1333,13.0
1124,1507,17.0
1124,1919,16.0
1124,2146,11.0
1124,3409,14.0
1124,3747,17.0
1124,3823,12.0
1125,1292,18.0
1125,1752,22.0
1125,1842,19.0
1125,2101,17.0
1125,2211,18.0
1125,2315,15.0
1125,3223,17.0
1125,3768,20.0
1126,1297,22.0
1126,1452,12.0
1126,1585,13.0
1126,3064,21.0
1126,3770,19.0
1127,1332,14.0
1127,1597,12.0
1127,2142,12.0
1127,2408,9.0
1127,3694,12.0
1128,1187,15.0
1128,1335,15.0
1128,2049,13.0
1128,2774,12.0
1128,3526,15.0
1128,3601,16.0
1128,3994,16.0
1128,4011,15.0
1129,1167,68.0
1129,1313,67.0
1129,1399,66.0
1129,1615,71.0
1129,1704,73.0
1129,1780,73.0
1129,1821,70.0
1129,1885,63.0
1129,1967,81.0
1129,2129,80.0
1129,2185,67.0
1129,2289,72.0
1129,2355,65.0
1129,2372,70.0
1129,2375,70.0
1129,2419,79.0
1129,2495,65.0
1129,2538,71.0
1129,2669,75.0
1129,2788,77.0
1129,2956,79.0
1129,3002,66.0
1129,3271,68.0
1129,3281,61.0
1129,3329,75.0
1129,3342,70.0
1129,3378,66.0
1129,3827,71.0
1129,4000,60.0
1129,4079,70.0
1130,1429,63.0
1130,1484,40.0
1130,1846,34.0
1130,2249,62.0
1130,2420,51.0
1130,2425,42.0
1130,2481,46.0
1130,2497,50.0
1130,2613,49.0
1130,2635,58.0
1130,2731,54.0
1130,2807,56.0
1130,2976,62.0
1130,3090,57.0
1130,3129,43.0
1130,3137,51.0
1130,3242,63.0
1130,3267,54.0
1130,3682,45.0
1131,1139,83.0
1131,1371,74.0
1131,1474,92.0
1131,1501,84.0
1131,1554,77.0
1131,1599,78.0
1131,1612,75.0
1131,1818,74.0
1131,1942,77.0
1131,1961,74.0
1131,2124,81.0
1131,2155,80.0
1131,2166,74.0
1131,2227,73.0
1131,2247,76.0
1131,2268,79.0
1131,2858,75.0
1131,2876,76.0
1131,2884,74.0
1131,2916,85.0
1131,3150,76.0
1131,3200,71.0
1131,3563,74.0
1131,3854,77.0
1131,3859,76.0
1132,1249,82.0
1132,1266,101.0
1132,1355,97.0
1132,1453,103.0
1132,1549,101.0
1132,1590,96.0
1132,1632,98.0
1132,1647,96.0
1132,1786,94.0
1132,1805,99.0
1132,2273,99.0
1132,2337,110.0
1132,2540,83.0
1132,2542,98.0
1132,2568,94.0
1132,2598,89.0
1132,2612,89.0
1132,2756,88.0
1132,2759,91.0
1132,2941,105.0
1132,3094,103.0
1132,3197,91.0
1132,3301,88.0
1132,3313,92.0
1132,3360,109.0
1132,3534,94.0
1132,3574,77.0
1132,3583,90.0
1132,3724,83.0
1132,3784,96.0
1132,3882,103.0
1132,3949,93.0
1132,3999,89.0
1133,1966,11.0
1133,2539,7.0
1133,2939,12.0
1133,3074,8.0
1133,3578,10.0
1134,1251,79.0
1134,1432,79.0
1134,1523,80.0
1134,1684,87.0
1134,1967,81.0
1134,2013,85.0
1134,2119,80.0
1134,2129,80.0
1134,2304,69.0
1134,2372,70.0
1134,2419,79.0
1134,2520,77.0
1134,2538,71.0
1134,2669,75.0
1134,2713,71.0
1134,2788,77.0
1134,2821,78.0
1134,2874,69.0
1134,2956,79.0
1134,3171,90.0
1134,3257,73.0
1134,3271,68.0
1134,3329,75.0
1134,3528,74.0
1134,3642,81.0
1134,3657,65.0
1134,3816,71.0
1134,3857,88.0
1134,4005,86.0
1135,1162,13.0
1135,1784,21.0
1135,1893,17.0
1135,2098,17.0
1135,2397,20.0
1135,2554,15.0
1135,2830,25.0
1135,2854,24.0
1135,2981,19.0
1135,3730,24.0
1135,3917,19.0
1137,1212,37.0
1137,1410,35.0
1137,1729,35.0
1137,1815,36.0
1137,2409,34.0
1137,2776,36.0
1137,2909,35.0
1137,3055,35.0
1137,3179,34.0
1137,3230,35.0
1137,3326,37.0
1137,3579,37.0
1137,3806,36.0
1137,3980,34.0
1138,2652,13.0
1138,3160,9.0
1138,3173,12.0
1138,3902,20.0
1138,4068,11.0
1139,1155,93.0
1139,1252,91.0
1139,1371,81.0
1139,1425,85.0
1139,1482,72.0
1139,1498,88.0
1139,1554,84.0
1139,1599,85.0
1139,1612,82.0
1139,1693,86.0
1139,1942,84.0
1139,2124,88.0
1139,2155,87.0
1139,2209,89.0
1139,2247,83.0
1139,2268,86.0
1139,2279,72.0
1139,2440,79.0
1139,2642,82.0
1139,2733,91.0
1139,2876,83.0
1139,2916,92.0
1139,2974,85.0
1139,3234,71.0
1139,3387,86.0
1139,3411,87.0
1139,3446,85.0
1139,3656,80.0
1139,3673,90.0
1139,3686,89.0
1139,3859,83.0
1140,1242,46.0
1140,1500,52.0
1140,1610,54.0
1140,1906,45.0
1140,2080,50.0
1140,2163,45.0
1140,2246,47.0
1140,2728,42.0
1140,2764,43.0
1140,3062,51.0
1140,3342,56.0
1140,3424,42.0
1140,3440,52.0
1140,3659,60.0
1140,3797,45.0
1140,3985,49.0
1141,1206,51.0
1141,1250,65.0
1141,1252,76.0
1141,1268,64.0
1141,1425,70.0
1141,1496,53.0
1141,1550,51.0
1141,1635,70.0
1141,1730,54.0
1141,1796,55.0
1141,1870,57.0
1141,1901,51.0
1141,2343,60.0
1141,2636,66.0
1141,3387,71.0
1141,3399,69.0
1141,3631,62.0
1141,3673,75.0
1141,3686,74.0
1141,3892,70.0
1141,3899,58.0
1141,4095,68.0
1142,2039,1.0
1143,1161,72.0
1143,1222,75.0
1143,1412,68.0
1143,1427,71.0
1143,1429,74.0
1143,1711,72.0
1143,1813,56.0
1143,1894,64.0
1143,2249,73.0
1143,2274,75.0
1143,2386,64.0
1143,2459,63.0
1143,2493,58.0
1143,2521,66.0
1143,2673,85.0
1143,3005,53.0
1143,3010,61.0
1143,3033,63.0
1143,3099,57.0
1143,3134,58.0
1143,3210,54.0
1143,3239,68.0
1143,3242,74.0
1143,3406,62.0
1143,3610,57.0
1143,3903,77.0
1143,3965,54.0
1144,1153,27.0
1144,1247,22.0
