u,v,curv
1144,1362,18.0
1144,1517,18.0
1144,1803,18.0
1144,2112,26.0
1144,2148,27.0
1144,3292,16.0
1144,3499,24.0
1144,3703,20.0
1147,1172,46.0
1147,1259,51.0
1147,1422,44.0
1147,1521,45.0
1147,1572,47.0
1147,1640,49.0
1147,1650,45.0
1147,2417,52.0
1147,2543,51.0
1147,2660,47.0
1147,2752,50.0
1147,2815,49.0
1147,2823,49.0
1147,2984,50.0
1147,3494,52.0
1147,3774,50.0
1147,3856,48.0
1147,3858,48.0
1147,3955,48.0
1147,3960,49.0
1148,2174,0.0
1149,1449,62.0
1149,1500,55.0
1149,1563,64.0
1149,1772,63.0
1149,1817,64.0
1149,1881,43.0
1149,1903,60.0
1149,2041,75.0
1149,2517,55.0
1149,2560,53.0
1149,2831,59.0
1149,2837,68.0
1149,3440,55.0
1149,3633,64.0
1149,3797,48.0
1149,3867,51.0
1149,3881,50.0
1149,3895,53.0
1150,1462,6.0
1151,1230,18.0
1151,1707,18.0
1151,2689,19.0
1151,2855,23.0
1151,3168,31.0
1151,3957,22.0
1152,1354,76.0
1152,1395,77.0
1152,1511,87.0
1152,1576,98.0
1152,1596,98.0
1152,1714,83.0
1152,1967,90.0
1152,2025,100.0
1152,2035,90.0
1152,2062,94.0
1152,2145,99.0
1152,2169,88.0
1152,2516,87.0
1152,2692,91.0
1152,2698,79.0
1152,2748,98.0
1152,2821,87.0
1152,2937,91.0
1152,2993,85.0
1152,3024,85.0
1152,3028,92.0
1152,3081,77.0
1152,3086,96.0
1152,3105,88.0
1152,3171,99.0
1152,3177,89.0
1152,3226,76.0
1152,3525,88.0
1152,3750,91.0
1152,3820,97.0
1152,3863,78.0
1152,3934,84.0
1152,3944,81.0
1153,1247,29.0
1153,1799,36.0
1153,1950,41.0
1153,2148,34.0
1153,2517,45.0
1153,2560,43.0
1153,2822,38.0
1153,2831,49.0
1153,2875,33.0
1153,2888,38.0
1153,3018,31.0
1153,3499,31.0
1153,3895,43.0
1153,3973,38.0
1154,1547,17.0
1154,1634,23.0
1154,1781,28.0
1154,2535,18.0
1154,3460,20.0
1154,3539,20.0
1154,3650,25.0
1155,1250,83.0
1155,1252,94.0
1155,1268,82.0
1155,1371,84.0
1155,1423,91.0
1155,1425,88.0
1155,1498,91.0
1155,1580,87.0
1155,1693,89.0
1155,1730,72.0
1155,1942,87.0
1155,2034,95.0
1155,2124,91.0
1155,2136,80.0
1155,2175,84.0
1155,2209,92.0
1155,2267,83.0
1155,2268,89.0
1155,2279,75.0
1155,2595,88.0
1155,2642,85.0
1155,2733,94.0
1155,2916,95.0
1155,2974,88.0
1155,3325,86.0
1155,3366,88.0
1155,3387,89.0
1155,3411,90.0
1155,3446,88.0
1155,3656,83.0
1155,3665,92.0
1155,3673,93.0
1155,3686,92.0
1155,3693,83.0
1155,4095,86.0
1156,1184,102.0
1156,1251,89.0
1156,1303,89.0
1156,1502,95.0
1156,1569,96.0
1156,1596,99.0
1156,1679,98.0
1156,1684,97.0
1156,1714,84.0
1156,1772,84.0
1156,2013,95.0
1156,2041,96.0
1156,2062,95.0
1156,2190,94.0
1156,2317,96.0
1156,2333,92.0
1156,2451,96.0
1156,2718,95.0
1156,2721,92.0
1156,2748,99.0
1156,3059,89.0
1156,3070,97.0
1156,3086,97.0
1156,3116,100.0
1156,3171,100.0
1156,3221,102.0
1156,3250,102.0
1156,3485,90.0
1156,3580,99.0
1156,3798,94.0
1156,3820,98.0
1156,3857,98.0
1156,4005,96.0
1156,4042,98.0
1157,1657,24.0
1157,2015,38.0
1157,2016,46.0
1157,2454,42.0
1157,2466,26.0
1157,2557,26.0
1157,2584,34.0
1157,2679,39.0
1157,2812,29.0
1157,3259,41.0
1157,3404,29.0
1157,3430,26.0
1157,3438,37.0
1157,3809,47.0
1158,1455,0.0
1159,1245,24.0
1159,2079,26.0
1159,2690,21.0
1159,3189,22.0
1159,3383,21.0
1159,3696,21.0
1159,3853,20.0
1160,1197,49.0
1160,1811,42.0
1160,1820,56.0
1160,2007,37.0
1160,2118,38.0
1160,2307,46.0
1160,2376,49.0
1160,2424,40.0
1160,2634,50.0
1160,2766,57.0
1160,2767,41.0
1160,2828,57.0
1160,3345,45.0
1160,3453,45.0
1160,3514,50.0
1160,3558,42.0
1160,3604,52.0
1160,3660,52.0
1160,4021,51.0
1160,4059,36.0
1161,1191,85.0
1161,1222,79.0
1161,1412,72.0
1161,1427,75.0
1161,1620,81.0
1161,1711,76.0
1161,1979,75.0
1161,2034,85.0
1161,2248,76.0
1161,2274,79.0
1161,2301,74.0
1161,2386,68.0
1161,2521,70.0
1161,2673,89.0
1161,2860,81.0
1161,2951,76.0
1161,3159,87.0
1161,3217,80.0
1161,3239,72.0
1161,3242,78.0
1161,3374,79.0
1161,3431,81.0
1161,3442,79.0
1161,3665,82.0
1161,3805,75.0
1161,3833,76.0
1161,3883,76.0
1161,3900,70.0
1161,3903,81.0
1162,1555,7.0
1162,2554,8.0
1163,1354,65.0
1163,1605,72.0
1163,1629,66.0
1163,1714,72.0
1163,1768,64.0
1163,1772,72.0
1163,1960,68.0
1163,2066,75.0
1163,2080,62.0
1163,2122,73.0
1163,2334,73.0
1163,2488,83.0
1163,2699,79.0
1163,2963,70.0
1163,2993,74.0
1163,3024,74.0
1163,3028,81.0
1163,3183,68.0
1163,3420,79.0
1163,3589,61.0
1163,3821,69.0
1163,3934,73.0
1163,3944,70.0
1163,4004,71.0
1164,1300,64.0
1164,1381,68.0
1164,1793,66.0
1164,1912,58.0
1164,2044,59.0
1164,2131,72.0
1164,2160,73.0
1164,2296,62.0
1164,2328,72.0
1164,2401,70.0
1164,2502,58.0
1164,2514,60.0
1164,2564,62.0
1164,2592,70.0
1164,2594,61.0
1164,2700,73.0
1164,2776,54.0
1164,2778,58.0
1164,2834,72.0
1164,3040,72.0
1164,3084,65.0
1164,3149,72.0
1164,3218,73.0
1164,3393,65.0
1164,3572,68.0
1164,3632,69.0
1164,3782,58.0
1164,3794,70.0
1164,3971,66.0
1166,1239,43.0
1166,1457,27.0
1166,1591,41.0
1166,2104,31.0
1166,2326,35.0
1166,2494,45.0
1166,2584,36.0
1166,2816,36.0
1166,2894,34.0
1166,3240,45.0
1166,3363,30.0
1166,3430,28.0
1166,3438,39.0
1166,4045,27.0
1167,1313,59.0
1167,1486,58.0
1167,1615,63.0
1167,1821,62.0
1167,1836,56.0
1167,1885,55.0
1167,2117,61.0
1167,2185,59.0
1167,2355,57.0
1167,2366,50.0
1167,2372,62.0
1167,2495,57.0
1167,2538,63.0
1167,2788,69.0
1167,3271,60.0
1167,3281,53.0
1167,3302,54.0
1167,3329,67.0
1167,3357,56.0
1167,3658,57.0
1167,3873,52.0
1167,3922,57.0
1167,3976,56.0
1168,1415,6.0
1168,2142,10.0
1168,2710,7.0
1168,3694,10.0
1169,1362,16.0
1169,1568,15.0
1169,1830,10.0
1169,2346,15.0
1169,3372,22.0
1169,3872,19.0
1169,4007,20.0
1169,4092,11.0
1170,1253,19.0
1170,1269,26.0
1170,1392,20.0
1170,1794,24.0
1170,2033,23.0
1170,2213,24.0
1170,3553,22.0
1170,3751,28.0
1170,4054,16.0
1171,1199,44.0
1171,1582,45.0
1171,1606,51.0
1171,1654,71.0
1171,1867,49.0
1171,1992,43.0
1171,2261,45.0
1171,2332,51.0
1171,2410,60.0
1171,2413,54.0
1171,2508,51.0
1171,2544,46.0
1171,2814,52.0
1171,2823,52.0
1171,3083,60.0
1171,3261,60.0
1171,3457,67.0
1171,3744,57.0
1171,3746,50.0
1171,4046,56.0
1171,4048,49.0
1172,1572,45.0
1172,1640,47.0
1172,1856,46.0
1172,1884,49.0
1172,2260,51.0
1172,2543,49.0
1172,2815,47.0
1172,3163,50.0
1172,3494,50.0
1172,3736,47.0
1172,3774,48.0
1172,3856,46.0
1172,3858,46.0
1172,4063,50.0
1173,2109,6.0
1173,2973,8.0
1173,3076,11.0
1173,3573,7.0
1174,1385,74.0
1174,1400,83.0
1174,1408,84.0
1174,1488,84.0
1174,1501,86.0
1174,1713,84.0
1174,1759,91.0
1174,1898,74.0
1174,2059,88.0
1174,2141,94.0
1174,2176,84.0
1174,2322,85.0
1174,2688,89.0
1174,2696,68.0
1174,2706,87.0
1174,2716,88.0
1174,2802,87.0
1174,2866,76.0
1174,2926,87.0
1174,3144,91.0
1174,3157,76.0
1174,3202,69.0
1174,3238,91.0
1174,3265,85.0
1174,3764,72.0
1174,3854,79.0
1174,3943,78.0
1174,3946,82.0
1174,3969,78.0
1174,4074,69.0
1175,4012,2.0
1176,1457,14.0
1176,2104,18.0
1176,3038,5.0
1176,3363,17.0
1177,1367,9.0
1177,3114,9.0
1178,1258,16.0
1178,1844,17.0
1178,2123,22.0
1178,2500,18.0
1178,2523,17.0
1178,2703,19.0
1178,3097,20.0
1178,3500,15.0
1179,1381,61.0
1179,1504,60.0
1179,1700,75.0
1179,1956,61.0
1179,2045,55.0
1179,2160,66.0
1179,2336,66.0
1179,2390,56.0
1179,2569,59.0
1179,2700,66.0
1179,2868,68.0
1179,3146,57.0
1179,3517,62.0
1179,3548,61.0
1179,3632,62.0
1179,3646,72.0
1179,3809,60.0
1179,3879,54.0
1179,4060,57.0
1180,1346,19.0
1180,1718,11.0
1180,1775,17.0
1180,2607,18.0
1180,2785,15.0
1180,3907,24.0
1180,3916,23.0
1180,3961,23.0
1181,1623,42.0
1181,1646,47.0
1181,1685,38.0
1181,1997,34.0
1181,2389,43.0
1181,2430,32.0
1181,2449,48.0
1181,2570,40.0
1181,2693,35.0
1181,2707,34.0
1181,2777,35.0
1181,2901,29.0
1181,2940,40.0
1181,3089,38.0
1181,3255,42.0
1181,3314,39.0
1181,3381,37.0
1181,3422,48.0
1181,3761,43.0
1182,1451,19.0
1182,1814,16.0
1182,2009,19.0
1182,2021,16.0
1182,2526,25.0
1182,2573,23.0
1182,3312,22.0
1182,3621,22.0
1183,1670,12.0
1183,1915,9.0
1183,2142,12.0
1183,3701,12.0
1183,3849,8.0
1184,1251,95.0
1184,1432,95.0
1184,1563,91.0
1184,1596,105.0
1184,1684,103.0
1184,1704,89.0
1184,1714,90.0
1184,1772,90.0
1184,1967,97.0
1184,2013,101.0
1184,2041,102.0
1184,2117,85.0
1184,2147,86.0
1184,2190,100.0
1184,2253,95.0
1184,2317,102.0
1184,2333,98.0
1184,2451,102.0
1184,2721,98.0
1184,2748,105.0
1184,2821,94.0
1184,2937,98.0
1184,3028,99.0
1184,3059,95.0
1184,3070,103.0
1184,3086,103.0
1184,3116,106.0
1184,3171,106.0
1184,3221,108.0
1184,3324,98.0
1184,3580,105.0
1184,3642,97.0
1184,3839,93.0
1184,3857,104.0
1184,3884,95.0
1184,4005,102.0
1185,1513,12.0
1185,2199,11.0
1185,2432,7.0
1185,2953,14.0
1186,1294,35.0
1186,1724,26.0
1186,1886,37.0
1186,2329,36.0
1186,2457,33.0
1186,2487,22.0
1186,2773,34.0
1186,3318,27.0
1186,3826,31.0
1186,3893,25.0
1187,1201,17.0
1187,1335,14.0
1187,1519,12.0
1187,3526,14.0
1187,3994,15.0
1187,4011,14.0
1188,3358,3.0
1189,1257,75.0
1189,1271,81.0
1189,1397,83.0
1189,1465,75.0
1189,1505,75.0
1189,1793,70.0
1189,1812,83.0
1189,2017,91.0
1189,2131,76.0
1189,2240,80.0
1189,2522,85.0
1189,2592,74.0
1189,2628,87.0
1189,2700,77.0
1189,2820,74.0
1189,2834,76.0
1189,3004,72.0
1189,3040,76.0
1189,3149,76.0
1189,3218,77.0
1189,3364,82.0
1189,3382,86.0
1189,3461,91.0
1189,3508,79.0
1189,3544,84.0
1189,3781,84.0
1189,3794,74.0
1189,3796,88.0
1189,3838,79.0
1189,3946,82.0
1189,3964,85.0
1189,3979,78.0
1189,4036,83.0
1189,4085,77.0
1190,1205,27.0
1190,1290,27.0
1190,1537,22.0
1190,1608,18.0
1190,1633,29.0
1190,3080,28.0
1190,3476,29.0
1190,3786,21.0
1191,1238,77.0
1191,1412,81.0
1191,1429,87.0
1191,1620,90.0
1191,1711,85.0
1191,1800,76.0
1191,2051,89.0
1191,2103,74.0
1191,2248,85.0
1191,2249,86.0
1191,2260,76.0
1191,2274,88.0
1191,2301,83.0
1191,2441,91.0
1191,2446,75.0
1191,2480,87.0
1191,2521,79.0
1191,2635,82.0
1191,2673,98.0
1191,2731,78.0
1191,2807,80.0
1191,2951,85.0
1191,2976,86.0
1191,3048,79.0
1191,3159,96.0
1191,3217,89.0
1191,3239,81.0
1191,3242,87.0
1191,3282,83.0
1191,3287,82.0
1191,3392,79.0
1191,3442,88.0
1191,3474,78.0
1191,3478,83.0
1191,3720,84.0
1191,3805,84.0
1191,3900,79.0
1191,3903,90.0
1191,4064,87.0
1192,1271,89.0
1192,1307,93.0
1192,1350,97.0
1192,1397,91.0
1192,1573,92.0
1192,1700,94.0
1192,1807,98.0
1192,1812,91.0
1192,2012,88.0
1192,2017,99.0
1192,2057,94.0
1192,2085,90.0
1192,2126,97.0
1192,2212,99.0
1192,2240,88.0
1192,2350,86.0
1192,2359,101.0
1192,2434,92.0
1192,2470,93.0
1192,2488,95.0
1192,2522,93.0
1192,2628,95.0
1192,2730,94.0
1192,2943,96.0
1192,2996,92.0
1192,3068,92.0
1192,3270,94.0
1192,3364,90.0
1192,3382,94.0
1192,3461,99.0
1192,3796,96.0
1192,3888,89.0
1192,3912,101.0
1192,3951,93.0
1192,3964,93.0
1192,4013,97.0
1192,4036,91.0
1192,4056,95.0
1193,1314,83.0
1193,1317,100.0
1193,1431,81.0
1193,1549,100.0
1193,1617,96.0
1193,1647,95.0
1193,1649,99.0
1193,1797,99.0
1193,1806,102.0
1193,1854,94.0
1193,1988,90.0
1193,2006,63.0
1193,2031,86.0
1193,2266,95.0
1193,2337,109.0
1193,2340,88.0
1193,2360,98.0
1193,2361,92.0
1193,2590,85.0
1193,2629,78.0
1193,2657,100.0
1193,2695,92.0
1193,2793,97.0
1193,2917,93.0
1193,2924,86.0
1193,3051,97.0
1193,3236,63.0
1193,3244,82.0
1193,3360,108.0
1193,3758,81.0
1193,3876,74.0
1193,3970,96.0
1193,3972,85.0
1193,3978,79.0
1194,3278,10.0
1195,1329,10.0
1195,2465,9.0
1195,3050,8.0
1195,3929,11.0
1196,1419,73.0
1196,1468,77.0
1196,1495,72.0
1196,1523,82.0
1196,1541,70.0
1196,1607,83.0
1196,1667,80.0
1196,1754,71.0
1196,1972,83.0
1196,1987,73.0
1196,2014,71.0
1196,2025,93.0
1196,2145,92.0
1196,2238,74.0
1196,2309,84.0
1196,2520,79.0
1196,2565,68.0
1196,2765,85.0
1196,2949,70.0
1196,3009,79.0
1196,3295,69.0
1196,3350,82.0
1196,3376,77.0
1196,3522,79.0
1196,3525,81.0
1196,3667,74.0
1196,3726,79.0
1196,3750,84.0
1196,3766,70.0
1196,3816,73.0
1197,1594,41.0
1197,1639,52.0
1197,1802,63.0
1197,1811,43.0
1197,1820,57.0
1197,2007,38.0
1197,2378,45.0
1197,2576,59.0
1197,2634,51.0
1197,2766,58.0
1197,2828,58.0
1197,3008,53.0
1197,3453,46.0
1197,3458,56.0
1197,3514,51.0
1197,3532,57.0
1197,3558,43.0
1197,3604,53.0
1197,3992,64.0
1197,4021,52.0
1198,1558,67.0
1198,1646,55.0
1198,1692,46.0
1198,1826,59.0
1198,1899,55.0
1198,2106,68.0
1198,2389,51.0
1198,2449,56.0
1198,2460,58.0
1198,2826,53.0
1198,2910,53.0
1198,3170,48.0
1198,3232,51.0
1198,3377,61.0
1198,3612,50.0
1198,3891,49.0
1198,4076,63.0
1199,1582,35.0
1199,1606,41.0
1199,1867,39.0
1199,1990,32.0
1199,2261,35.0
1199,2508,41.0
1199,2513,29.0
1199,2544,36.0
1199,3261,50.0
1199,3552,31.0
1199,3746,40.0
1199,4046,46.0
1199,4048,39.0
1200,1282,45.0
1200,1491,48.0
1200,1741,50.0
1200,1823,50.0
1200,1946,46.0
1200,1965,41.0
1200,2093,39.0
1200,2379,58.0
1200,2621,45.0
1200,2781,51.0
1200,2882,58.0
1200,2904,43.0
1200,3000,47.0
1200,3096,42.0
1200,3284,49.0
1200,3505,49.0
1200,3614,58.0
1200,4002,50.0
1201,1335,17.0
1201,1758,24.0
1201,1977,22.0
1201,2205,25.0
1201,3272,22.0
1201,3526,17.0
1201,4011,17.0
1203,1361,36.0
1203,1518,29.0
1203,1970,36.0
1203,2505,40.0
1203,2617,41.0
1203,2675,34.0
1203,2844,39.0
1203,3135,44.0
1203,3209,48.0
1203,3477,47.0
1203,3554,40.0
1203,3769,33.0
1205,1290,32.0
1205,1344,38.0
1205,1633,34.0
1205,2188,33.0
1205,2587,29.0
1205,3012,48.0
1205,3080,33.0
1205,3339,34.0
1205,3361,31.0
1205,3476,34.0
1206,1336,47.0
1206,1358,35.0
1206,1464,33.0
1206,1496,44.0
1206,1550,42.0
1206,1796,46.0
1206,1870,48.0
1206,1901,42.0
1206,2259,43.0
1206,2636,57.0
1206,2877,32.0
1206,2915,36.0
1206,3293,36.0
1206,3315,44.0
1206,3421,51.0
1206,3626,33.0
1206,3631,53.0
1206,3899,49.0
1207,1232,84.0
1207,1266,95.0
1207,1283,81.0
1207,1375,84.0
1207,1408,88.0
1207,1424,82.0
1207,1501,90.0
1207,1818,80.0
1207,2005,85.0
1207,2166,80.0
1207,2167,89.0
1207,2331,90.0
1207,2542,92.0
1207,2568,88.0
1207,2639,81.0
1207,2716,92.0
1207,2876,82.0
1207,2927,86.0
1207,2967,79.0
1207,3094,97.0
1207,3197,85.0
1207,3238,95.0
1207,3265,89.0
1207,3356,86.0
1207,3419,79.0
1207,3523,91.0
1207,3534,88.0
1207,3543,90.0
1207,3583,84.0
1207,3859,82.0
1207,3966,80.0
1208,1269,30.0
1208,1676,27.0
1208,2095,30.0
1208,2307,37.0
1208,2376,40.0
1208,2605,32.0
1208,2784,33.0
1208,2948,31.0
1208,3751,32.0
1208,3783,29.0
1208,3848,31.0
1208,3878,37.0
1209,1284,28.0
1209,1327,20.0
1209,1914,17.0
1209,2098,18.0
1209,2490,20.0
1209,2830,26.0
1209,3052,22.0
1209,3535,23.0
1209,3730,25.0
1209,3834,17.0
1210,1433,37.0
1210,1601,48.0
1210,1936,50.0
1210,2100,44.0
1210,2252,41.0
1210,2306,49.0
1210,2428,40.0
1210,2764,38.0
1210,2818,39.0
1210,3424,37.0
1210,3520,38.0
1210,3564,34.0
1210,3581,30.0
1210,3898,33.0
1211,1430,11.0
1211,1698,10.0
1211,1931,12.0
1211,2251,8.0
1211,2405,11.0
1211,2415,12.0
1211,3987,6.0
1212,1410,36.0
1212,1729,36.0
1212,1815,37.0
1212,2409,35.0
1212,2776,37.0
1212,2843,36.0
1212,2909,36.0
1212,3055,36.0
1212,3179,35.0
1212,3326,38.0
1212,3579,38.0
1212,3801,39.0
1212,3980,35.0
1213,1363,67.0
1213,1419,69.0
1213,1498,79.0
1213,1541,66.0
1213,1587,63.0
1213,1635,76.0
1213,1887,67.0
1213,1935,64.0
1213,2155,78.0
1213,2238,70.0
1213,2321,69.0
1213,2343,66.0
1213,2884,72.0
1213,3009,75.0
1213,3131,69.0
1213,3295,65.0
1213,3350,78.0
1213,3395,74.0
1213,3399,75.0
1213,3408,65.0
1213,3411,78.0
1213,3563,72.0
1213,3673,81.0
1213,3813,67.0
1213,3890,61.0
1213,3892,76.0
1214,1271,73.0
1214,1322,75.0
1214,1351,68.0
1214,1384,67.0
1214,1477,69.0
1214,1505,67.0
1214,1735,71.0
1214,1943,68.0
1214,2058,56.0
1214,2194,59.0
1214,2305,73.0
1214,2434,76.0
1214,2697,61.0
1214,2742,69.0
1214,2746,69.0
1214,2786,69.0
1214,3004,64.0
1214,3213,64.0
1214,3317,69.0
1214,3365,67.0
1214,3382,78.0
1214,3398,65.0
1214,3481,73.0
1214,3591,63.0
1214,3688,66.0
1214,3781,76.0
1214,3888,73.0
1215,1467,24.0
1215,2954,26.0
1215,2989,27.0
1215,3112,23.0
1215,3198,23.0
1215,3515,22.0
1215,3556,30.0
1215,3647,25.0
1215,3714,21.0
1217,1256,78.0
1217,1401,79.0
1217,1528,60.0
1217,1558,76.0
1217,1759,87.0
1217,1839,70.0
1217,1920,82.0
1217,1985,86.0
1217,2003,77.0
1217,2106,77.0
1217,2335,61.0
1217,2443,79.0
1217,2571,74.0
1217,2603,79.0
1217,2604,80.0
1217,2676,80.0
1217,2714,62.0
1217,2717,71.0
1217,2743,82.0
1217,2790,73.0
1217,2910,62.0
1217,3031,83.0
1217,3175,52.0
1217,3377,70.0
1217,3448,79.0
1217,3501,75.0
1217,3529,69.0
1217,3612,59.0
1217,4076,72.0
1218,1440,4.0
1218,2863,5.0
1218,2938,7.0
1219,1411,81.0
1219,1544,81.0
1219,1864,74.0
1219,1880,86.0
1219,1888,87.0
1219,1924,74.0
1219,1973,88.0
1219,2065,72.0
1219,2221,83.0
1219,2426,80.0
1219,2516,81.0
1219,2576,75.0
1219,2611,75.0
1219,2766,74.0
1219,2902,81.0
1219,2921,77.0
1219,3057,81.0
1219,3066,87.0
1219,3105,82.0
1219,3110,82.0
1219,3192,80.0
1219,3206,82.0
1219,3418,75.0
1219,3586,84.0
1219,3603,74.0
1219,3611,80.0
1219,3743,81.0
1219,3760,85.0
1219,3846,83.0
1219,3992,80.0
1219,4023,84.0
1219,4044,74.0
1219,4086,76.0
1220,1405,18.0
1220,1809,26.0
1220,1822,20.0
1220,2619,16.0
1220,3707,22.0
1220,3819,23.0
1220,3904,25.0
1220,3913,16.0
1221,1478,10.0
1221,1567,15.0
1221,2735,9.0
1221,3432,13.0
1221,3495,11.0
1221,3718,15.0
1222,1412,75.0
1222,1423,84.0
1222,1427,78.0
1222,1620,84.0
1222,1711,79.0
1222,1979,78.0
1222,2004,82.0
1222,2034,88.0
1222,2097,78.0
1222,2248,79.0
1222,2274,82.0
1222,2339,78.0
1222,2386,71.0
1222,2521,73.0
1222,2673,92.0
1222,2917,85.0
1222,2951,79.0
1222,3217,83.0
1222,3239,75.0
1222,3266,87.0
1222,3366,81.0
1222,3374,82.0
1222,3431,84.0
1222,3665,85.0
1222,3724,74.0
1222,3805,78.0
1222,3833,79.0
1222,3883,79.0
1222,3903,84.0
1223,1481,30.0
1223,1609,31.0
1223,2023,33.0
1223,2040,35.0
1223,2050,37.0
1223,2368,34.0
1223,2428,37.0
1223,2527,30.0
1223,2789,40.0
1223,2857,30.0
1223,3898,30.0
1224,1228,76.0
1224,1431,67.0
1224,1472,68.0
1224,1539,77.0
1224,1705,63.0
1224,1749,78.0
1224,1776,49.0
1224,1854,80.0
1224,1968,78.0
1224,1974,65.0
1224,2011,78.0
1224,2115,86.0
1224,2135,65.0
1224,2140,76.0
1224,2324,56.0
1224,2582,77.0
1224,2931,57.0
1224,3317,72.0
1224,3327,67.0
1224,3400,52.0
1224,3412,54.0
1224,3415,73.0
1224,3521,63.0
1224,3738,59.0
1224,3792,75.0
1226,3975,2.0
1227,2370,6.0
1227,3497,4.0
1228,1236,78.0
1228,1317,92.0
1228,1386,82.0
1228,1431,73.0
1228,1437,84.0
1228,1472,74.0
1228,1539,83.0
1228,1649,91.0
1228,1705,69.0
1228,1716,69.0
1228,1854,86.0
1228,2011,84.0
1228,2135,71.0
1228,2140,82.0
1228,2266,87.0
1228,2337,101.0
1228,2360,90.0
1228,2697,70.0
1228,2763,59.0
1228,2786,78.0
1228,3317,78.0
1228,3360,100.0
1228,3415,79.0
1228,3521,69.0
1228,3792,81.0
1228,3970,88.0
1229,1313,57.0
1229,1361,46.0
1229,1471,51.0
1229,1486,56.0
1229,1615,61.0
1229,1821,60.0
1229,1959,53.0
1229,1970,46.0
1229,2202,53.0
1229,2355,55.0
1229,2375,60.0
1229,2495,55.0
1229,2675,44.0
1229,2908,54.0
1229,3135,54.0
1229,3209,58.0
1229,3396,54.0
1229,3477,57.0
1229,3873,50.0
1229,3908,49.0
1230,1707,16.0
1230,2689,17.0
1230,2855,21.0
1230,3957,20.0
1231,1271,82.0
1231,1283,78.0
1231,1370,87.0
1231,1375,81.0
1231,1424,79.0
1231,1573,85.0
1231,1625,80.0
1231,1626,82.0
1231,1679,91.0
1231,1807,91.0
1231,1818,77.0
1231,2008,81.0
1231,2126,90.0
1231,2212,92.0
1231,2350,79.0
1231,2639,78.0
1231,2838,81.0
1231,2867,79.0
1231,2876,79.0
1231,2885,83.0
1231,2927,83.0
1231,2967,76.0
1231,3543,87.0
1231,3710,82.0
1231,3966,77.0
1231,4009,92.0
1231,4042,91.0
1232,1283,77.0
1232,1353,80.0
1232,1408,84.0
1232,1424,78.0
1232,1501,86.0
1232,1554,79.0
1232,1759,91.0
1232,1818,76.0
1232,1985,90.0
1232,2005,81.0
1232,2141,94.0
1232,2166,76.0
1232,2167,85.0
1232,2176,84.0
1232,2568,84.0
1232,2639,77.0
1232,2688,89.0
1232,2706,87.0
1232,2716,88.0
1232,2802,87.0
1232,2876,78.0
1232,3144,91.0
1232,3238,91.0
1232,3265,85.0
1232,3356,82.0
1232,3523,87.0
1232,3534,84.0
1233,1274,83.0
1233,1372,78.0
1233,1441,79.0
1233,1456,77.0
1233,1569,87.0
1233,1838,76.0
1233,2013,86.0
1233,2111,66.0
1233,2147,71.0
1233,2173,78.0
1233,2190,85.0
1233,2253,80.0
1233,2272,77.0
1233,2317,87.0
1233,2347,75.0
1233,2461,73.0
1233,2648,79.0
1233,2721,83.0
1233,2769,81.0
1233,2972,79.0
1233,3070,88.0
1233,3116,91.0
1233,3147,86.0
1233,3221,93.0
1233,3250,93.0
1233,3282,75.0
1233,3324,83.0
1233,3547,79.0
1233,3580,90.0
1233,3829,83.0
1233,3884,80.0
1234,1256,79.0
1234,1353,77.0
1234,1355,84.0
1234,1400,80.0
1234,1401,80.0
1234,1920,83.0
1234,1985,87.0
1234,2106,78.0
1234,2141,91.0
1234,2322,82.0
1234,2327,82.0
1234,2443,80.0
1234,2676,81.0
1234,2688,86.0
1234,2706,84.0
1234,2743,83.0
1234,2802,84.0
1234,3004,69.0
1234,3031,84.0
1234,3144,88.0
1234,3161,76.0
1234,3265,82.0
1234,3365,72.0
1234,3377,71.0
1234,3398,70.0
1234,3501,76.0
1234,3591,68.0
1234,3838,76.0
1234,3956,79.0
1235,2344,14.0
1235,2745,12.0
1235,2845,20.0
1235,3072,16.0
1235,3942,10.0
1236,1386,78.0
1236,1431,69.0
1236,1453,90.0
1236,1472,70.0
1236,1539,79.0
1236,1716,65.0
1236,1854,82.0
1236,2011,80.0
1236,2135,67.0
1236,2140,78.0
1236,2194,64.0
1236,2266,83.0
1236,2331,83.0
1236,2337,97.0
1236,2697,66.0
1236,2763,55.0
1236,2775,75.0
1236,2786,74.0
1236,3211,80.0
1236,3317,74.0
1236,3360,96.0
1236,3415,75.0
1236,3521,65.0
1236,3792,77.0
1236,3970,84.0
1237,1466,24.0
1237,1552,24.0
1237,1965,25.0
1237,2093,23.0
1238,1412,64.0
1238,1620,73.0
1238,1653,48.0
1238,1708,48.0
1238,1715,62.0
1238,1800,59.0
1238,1904,49.0
1238,1979,67.0
1238,2051,72.0
1238,2206,61.0
1238,2274,71.0
1238,2441,74.0
1238,2480,70.0
1238,2497,57.0
1238,2521,62.0
1238,2673,81.0
1238,2951,68.0
1238,3010,57.0
1238,3159,79.0
1238,3244,63.0
1238,3392,62.0
1238,3565,65.0
1238,3678,70.0
1238,3691,51.0
1238,3748,52.0
1238,3978,60.0
1239,1508,41.0
1239,1591,48.0
1239,1788,41.0
1239,1923,45.0
1239,1983,40.0
1239,2015,47.0
1239,2326,42.0
1239,2442,42.0
1239,2494,52.0
1239,2816,43.0
1239,2843,42.0
1239,2894,41.0
1239,3240,52.0
1239,3438,46.0
1239,3679,36.0
